period,day_type,hour,station_code,tap_in_vol,tap_out_vol,code,code2,code3,interchange,NS,SW,CC,EW,NE,BP,CE,DT,PW,TE,PE,CG,SE,name
2022-03,weekday,20,NS3,7419,24575,NS3,,,False,3.0,,,,,,,,,,,,,Bukit Gombak
2022-03,weekend,20,NS3,2769,6670,NS3,,,False,3.0,,,,,,,,,,,,,Bukit Gombak
2022-03,weekday,10,SE3,2616,883,SE3,,,False,,,,,,,,,,,,,3.0,Bakau
2022-03,weekend,10,SE3,1204,384,SE3,,,False,,,,,,,,,,,,,3.0,Bakau
2022-03,weekend,9,EW16/NE3,3361,4491,EW16,NE3,,True,,,,16.0,3.0,,,,,,,,,Outram Park
2022-03,weekday,9,EW16/NE3,12937,39391,EW16,NE3,,True,,,,16.0,3.0,,,,,,,,,Outram Park
2022-03,weekday,18,NE16/STC,45101,90657,NE16,STC,,True,,,,,16.0,,,,,,,,0.0,Sengkang
2022-03,weekend,18,NE16/STC,12731,17220,NE16,STC,,True,,,,,16.0,,,,,,,,0.0,Sengkang
2022-03,weekend,16,NS14,7865,8215,NS14,,,False,14.0,,,,,,,,,,,,,Khatib
2022-03,weekday,16,NS14,18963,25387,NS14,,,False,14.0,,,,,,,,,,,,,Khatib
2022-03,weekday,11,NS15,11686,7908,NS15,,,False,15.0,,,,,,,,,,,,,Yio Chu Kang
2022-03,weekend,11,NS15,4778,2153,NS15,,,False,15.0,,,,,,,,,,,,,Yio Chu Kang
2022-03,weekday,5,CC22/EW21,2285,1205,CC22,EW21,,True,,,22.0,21.0,,,,,,,,,,Buona Vista
2022-03,weekend,5,CC22/EW21,296,122,CC22,EW21,,True,,,22.0,21.0,,,,,,,,,,Buona Vista
2022-03,weekday,11,BP4,3454,1823,BP4,,,False,,,,,,4.0,,,,,,,,Teck Whye
2022-03,weekend,11,BP4,675,304,BP4,,,False,,,,,,4.0,,,,,,,,Teck Whye
2022-03,weekday,11,NS27/CE2,1526,1392,NS27,CE2,,True,27.0,,,,,,2.0,,,,,,,Marina Bay
2022-03,weekend,11,NS27/CE2,445,667,NS27,CE2,,True,27.0,,,,,,2.0,,,,,,,Marina Bay
2022-03,weekday,9,NS17/CC15,19956,5078,NS17,CC15,,True,17.0,,15.0,,,,,,,,,,,Bishan
2022-03,weekend,9,NS17/CC15,5819,1892,NS17,CC15,,True,17.0,,15.0,,,,,,,,,,,Bishan
2022-03,weekend,6,EW10,2286,803,EW10,,,False,,,,10.0,,,,,,,,,,Kallang
2022-03,weekday,6,EW10,14686,3461,EW10,,,False,,,,10.0,,,,,,,,,,Kallang
2022-03,weekend,8,NS28,228,1726,NS28,,,False,28.0,,,,,,,,,,,,,Marina South Pier
2022-03,weekday,8,NS28,1446,2816,NS28,,,False,28.0,,,,,,,,,,,,,Marina South Pier
2022-03,weekday,7,EW33,2861,12032,EW33,,,False,,,,33.0,,,,,,,,,,Tuas Link
2022-03,weekend,7,EW33,1288,1763,EW33,,,False,,,,33.0,,,,,,,,,,Tuas Link
2022-03,weekend,18,BP12,533,583,BP12,,,False,,,,,,12.0,,,,,,,,Jelapang
2022-03,weekday,18,BP12,2799,5865,BP12,,,False,,,,,,12.0,,,,,,,,Jelapang
2022-03,weekend,24,EW14/NS26,93,44,EW14,NS26,,True,26.0,,,14.0,,,,,,,,,,Raffles Place
2022-03,weekday,24,EW14/NS26,247,82,EW14,NS26,,True,26.0,,,14.0,,,,,,,,,,Raffles Place
2022-03,weekday,12,TE3,4065,2211,TE3,,,False,,,,,,,,,,3.0,,,,Woodlands South
2022-03,weekend,12,TE3,1850,796,TE3,,,False,,,,,,,,,,3.0,,,,Woodlands South
2022-03,weekend,5,EW15,106,66,EW15,,,False,,,,15.0,,,,,,,,,,Tanjong Pagar
2022-03,weekday,5,EW15,694,974,EW15,,,False,,,,15.0,,,,,,,,,,Tanjong Pagar
2022-03,weekday,18,NS7,15427,7839,NS7,,,False,7.0,,,,,,,,,,,,,Kranji
2022-03,weekend,18,NS7,2365,3507,NS7,,,False,7.0,,,,,,,,,,,,,Kranji
2022-03,weekend,24,NS15,149,298,NS15,,,False,15.0,,,,,,,,,,,,,Yio Chu Kang
2022-03,weekday,24,NS15,479,886,NS15,,,False,15.0,,,,,,,,,,,,,Yio Chu Kang
2022-03,weekend,15,NS15,3736,3174,NS15,,,False,15.0,,,,,,,,,,,,,Yio Chu Kang
2022-03,weekday,15,NS15,17177,11225,NS15,,,False,15.0,,,,,,,,,,,,,Yio Chu Kang
2022-03,weekend,22,DT7,703,488,DT7,,,False,,,,,,,,7.0,,,,,,Sixth Avenue
2022-03,weekday,22,DT7,1915,1353,DT7,,,False,,,,,,,,7.0,,,,,,Sixth Avenue
2022-03,weekday,15,PW4,3089,4389,PW4,,,False,,,,,,,,,4.0,,,,,Samudera
2022-03,weekend,15,PW4,1780,1962,PW4,,,False,,,,,,,,,4.0,,,,,Samudera
2022-03,weekday,22,TE4,1001,786,TE4,,,False,,,,,,,,,,4.0,,,,Springleaf
2022-03,weekend,22,TE4,409,263,TE4,,,False,,,,,,,,,,4.0,,,,Springleaf
2022-03,weekend,15,EW23,12744,12595,EW23,,,False,,,,23.0,,,,,,,,,,Clementi
2022-03,weekday,15,EW23,33842,31644,EW23,,,False,,,,23.0,,,,,,,,,,Clementi
2022-03,weekend,20,NE8,15254,8721,NE8,,,False,,,,,8.0,,,,,,,,,Farrer Park
2022-03,weekday,20,NE8,21939,20995,NE8,,,False,,,,,8.0,,,,,,,,,Farrer Park
2022-03,weekend,19,EW33,1225,1507,EW33,,,False,,,,33.0,,,,,,,,,,Tuas Link
2022-03,weekday,19,EW33,5196,2597,EW33,,,False,,,,33.0,,,,,,,,,,Tuas Link
2022-03,weekday,6,CC16,6624,3131,CC16,,,False,,,16.0,,,,,,,,,,,Marymount
2022-03,weekend,6,CC16,959,519,CC16,,,False,,,16.0,,,,,,,,,,,Marymount
2022-03,weekday,13,TE4,1847,1493,TE4,,,False,,,,,,,,,,4.0,,,,Springleaf
2022-03,weekend,13,TE4,1043,853,TE4,,,False,,,,,,,,,,4.0,,,,Springleaf
2022-03,weekend,11,BP12,855,508,BP12,,,False,,,,,,12.0,,,,,,,,Jelapang
2022-03,weekday,11,BP12,1991,1032,BP12,,,False,,,,,,12.0,,,,,,,,Jelapang
2022-03,weekday,13,NE17/PTC,32755,32223,NE17,PTC,,True,,,,,17.0,,,,0.0,,0.0,,,Punggol
2022-03,weekend,13,NE17/PTC,15076,14213,NE17,PTC,,True,,,,,17.0,,,,0.0,,0.0,,,Punggol
2022-03,weekday,7,BP5,5008,3404,BP5,,,False,,,,,,5.0,,,,,,,,Phoenix
2022-03,weekend,7,BP5,497,319,BP5,,,False,,,,,,5.0,,,,,,,,Phoenix
