,hour,station_code,day_type,code,code2,code3,interchange,NS,SW,CC,EW,NE,BP,CE,DT,PW,TE,PE,CG,SE,name,tap_in_vol,tap_out_vol,totalTapIn,totalTapOut,percentIn,percentOut,0
0,5,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,9082.0,8842.75,503763.25,540350.25,0.01802830992534688,0.01636484854036803,0
1,5,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,1680.75,1452.5,178252.0,185204.75,0.009429066714538968,0.007842671421764291,0
2,6,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,37389.0,21041.75,503763.25,540350.25,0.07421938777788971,0.03894094617333849,0
3,6,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,5584.75,2855.5,178252.0,185204.75,0.03133064425644593,0.015418071080790314,0
4,7,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,67522.0,37424.25,503763.25,540350.25,0.1340351841862224,0.0692592443512333,0
5,7,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,8794.0,5240.25,178252.0,185204.75,0.04933464982160088,0.02829436070079196,0
6,8,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,56901.5,28588.0,503763.25,540350.25,0.11295286029697482,0.05290642504560699,0
7,8,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,10912.25,6972.75,178252.0,185204.75,0.061218106949711644,0.0376488723966313,0
8,9,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,32967.0,17680.25,503763.25,540350.25,0.06544145488977213,0.03271998116036774,0
9,9,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,12434.75,7255.75,178252.0,185204.75,0.0697593855889415,0.039176910959357145,0
10,10,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,24875.75,15265.5,503763.25,540350.25,0.049379842614561506,0.02825112045381676,0
11,10,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,13256.5,8214.0,178252.0,185204.75,0.07436943204003321,0.04435091432590147,0
12,11,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,22857.5,16573.0,503763.25,540350.25,0.045373496379499695,0.03067084728840229,0
13,11,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,13666.75,9319.0,178252.0,185204.75,0.07667094899355968,0.05031728397894762,0
14,12,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,23766.5,20445.75,503763.25,540350.25,0.04717791541959442,0.037837957880097216,0
15,12,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,13598.75,10456.0,178252.0,185204.75,0.07628946659785023,0.05645643537760236,0
16,13,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,23998.75,23541.25,503763.25,540350.25,0.04763894547686835,0.04356664959440659,0
17,13,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,13253.0,11006.75,178252.0,185204.75,0.07434979691672464,0.059430171202412466,0
18,14,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,22239.5,25926.0,503763.25,540350.25,0.04414672963936929,0.047979990755995766,0
19,14,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,11991.25,11006.25,178252.0,185204.75,0.06727133496398358,0.05942747148763733,0
20,15,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,20201.25,27738.25,503763.25,540350.25,0.04010068221530649,0.05133383393456374,0
21,15,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,11458.25,11568.25,178252.0,185204.75,0.06428118618584924,0.06246195089488796,0
22,16,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,21917.25,32357.0,503763.25,540350.25,0.04350704423159093,0.05988153054430899,0
23,16,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,11140.75,12329.5,178252.0,185204.75,0.0625,0.06657226664002948,0
24,17,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,31043.25,46572.25,503763.25,540350.25,0.061622696772739974,0.08618900426158774,0
25,17,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,11756.25,14072.25,178252.0,185204.75,0.06595297668469358,0.07598212248875906,0
26,18,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,37386.5,67728.5,503763.25,540350.25,0.07421442512926459,0.12534185003153048,0
27,18,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,11035.0,15177.5,178252.0,185204.75,0.0619067387743195,0.08194984199919278,0
28,19,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,26497.75,49825.5,503763.25,540350.25,0.052599609042541316,0.0922096362498213,0
29,19,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,8353.0,13322.5,178252.0,185204.75,0.04686062428472051,0.07193390018344561,0
30,20,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,16574.25,32477.25,503763.25,540350.25,0.03290087158997803,0.06010407138703091,0
31,20,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,6638.25,13149.25,178252.0,185204.75,0.03724081637232682,0.07099844901386168,0
32,21,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,14543.5,26975.0,503763.25,540350.25,0.028869712111790607,0.04992132417816037,0
33,21,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,6190.75,11940.5,178252.0,185204.75,0.03473032560644481,0.06447188854497522,0
34,22,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,10617.5,24496.75,503763.25,540350.25,0.02107636871089743,0.045334947101440225,0
35,22,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,4982.25,11558.75,178252.0,185204.75,0.027950598029755625,0.06241065631416041,0
36,23,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,3375.0,14059.0,503763.25,540350.25,0.006699575643916066,0.026018309420602657,0
37,23,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,1524.75,6864.75,178252.0,185204.75,0.008553901218499652,0.03706573400520235,0
38,24,BP6/DT1,weekday,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,7.5,2792.25,503763.25,540350.25,1.4887945875369035e-05,0.005167481647320418,0
39,24,BP6/DT1,weekend,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,0.0,1442.75,178252.0,185204.75,0.0,0.007790026983649177,0
40,5,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,2548.0,496.25,229332.25,218221.75,0.011110517600555526,0.0022740629657676194,2
41,5,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,349.0,50.5,72646.5,69072.0,0.004804085537500086,0.0007311211489460273,2
42,6,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,13816.5,4859.5,229332.25,218221.75,0.06024665087444091,0.022268632709617625,2
43,6,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,2498.0,883.25,72646.5,69072.0,0.03438568960651924,0.012787381283298586,2
44,7,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,20510.5,15955.25,229332.25,218221.75,0.08943574224732893,0.07311484762632506,2
45,7,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,3407.25,2364.0,72646.5,69072.0,0.04690177778695464,0.03422515635858235,2
46,8,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,17432.0,35611.0,229332.25,218221.75,0.07601198697522916,0.1631872166729485,2
47,8,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,3651.5,4412.75,72646.5,69072.0,0.05026394939880104,0.0638862346536947,2
48,9,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,11825.0,18333.5,229332.25,218221.75,0.05156274357400671,0.08401316550710458,2
49,9,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,4593.0,4052.5,72646.5,69072.0,0.06322396811959283,0.058670662497104474,2
50,10,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,9293.75,8180.5,229332.25,218221.75,0.040525264109169123,0.03748709741352546,2
51,10,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,4842.75,3404.75,72646.5,69072.0,0.0666618488158411,0.049292766967801716,2
52,11,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,9299.75,6479.0,229332.25,218221.75,0.04055142702345614,0.029689982781276384,2
53,11,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,5726.25,3513.0,72646.5,69072.0,0.07882348082839503,0.05085997220291869,2
54,12,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,10679.5,7801.75,229332.25,218221.75,0.046567807188042674,0.03575147756811592,2
55,12,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,5774.75,4184.75,72646.5,69072.0,0.07949109729993875,0.060585331248552234,2
56,13,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,9658.75,10010.5,229332.25,218221.75,0.04211684139496299,0.04587306260718741,2
57,13,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,5626.0,4590.75,72646.5,69072.0,0.07744351069907016,0.06646325573314801,2
58,14,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,8778.0,9191.75,229332.25,218221.75,0.038276343601913815,0.04212114511958592,2
59,14,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,5031.25,4565.0,72646.5,69072.0,0.06925660561761406,0.06609045633541812,2
60,15,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,8771.5,9107.0,229332.25,218221.75,0.038248000444769545,0.04173277869873191,2
61,15,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,4897.75,4491.25,72646.5,69072.0,0.06741893965985973,0.06502272990502664,2
62,16,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,11355.25,9777.75,229332.25,218221.75,0.04951440540961858,0.044806486979414285,2
63,16,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,5310.0,4558.75,72646.5,69072.0,0.07309367966798125,0.06599997104470698,2
64,17,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,25221.75,12621.75,229332.25,218221.75,0.10997908056978467,0.057839101739400406,2
65,17,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,5875.5,4288.5,72646.5,69072.0,0.08087795007330016,0.062087387074357195,2
66,18,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,36227.5,18590.5,229332.25,218221.75,0.1579694962221842,0.08519086662993033,2
67,18,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,5275.75,4298.75,72646.5,69072.0,0.07262221855147874,0.06223578295112347,2
68,19,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,15153.5,14803.5,229332.25,218221.75,0.0660766202747324,0.06783695942315557,2
69,19,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,3632.75,4002.5,72646.5,69072.0,0.05000585024743105,0.05794678017141534,2
70,20,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,8093.75,10994.75,229332.25,218221.75,0.035292681251764636,0.05038338295793155,2
71,20,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,2335.5,4236.0,72646.5,69072.0,0.03214883029464599,0.0613273106323836,2
72,21,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,5277.5,10448.5,229332.25,218221.75,0.02301246335829348,0.04788019526009667,2
73,21,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,1815.75,4328.25,72646.5,69072.0,0.02499432181866986,0.06266287352328005,2
74,22,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,3593.25,9184.75,229332.25,218221.75,0.01566831529364056,0.04208906765709651,2
75,22,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,1294.25,4181.0,72646.5,69072.0,0.017815724088565865,0.06053104007412555,2
76,23,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,1645.5,5034.75,229332.25,218221.75,0.007175179243215902,0.023071714895513393,2
77,23,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,661.0,2327.25,72646.5,69072.0,0.009098855416296724,0.03369310284920084,2
78,24,CC10/DT26,weekday,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,151.0,739.5,229332.25,218221.75,0.0006584333428900645,0.0033887547872748706,2
79,24,CC10/DT26,weekend,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,48.5,338.5,72646.5,69072.0,0.0006676164715437083,0.004900683344915451,2
80,5,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,507.75,917.75,222885.5,225728.5,0.002278075514109262,0.004065724974914554,1
81,5,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,114.75,87.25,49562.0,48659.75,0.002315281869173964,0.0017930630551944882,1
82,6,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,3228.0,14487.0,222885.5,225728.5,0.014482772544647363,0.06417886974839243,1
83,6,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,837.75,2753.5,49562.0,48659.75,0.01690307090109358,0.05658680942668222,1
84,7,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,6614.75,34832.0,222885.5,225728.5,0.029677794203750357,0.15430926976434078,1
85,7,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,2131.5,4015.75,49562.0,48659.75,0.04300673903393729,0.08252713998736122,1
86,8,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,5301.25,57246.75,222885.5,225728.5,0.023784633814222998,0.2536088708337671,1
87,8,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,1532.5,4416.25,49562.0,48659.75,0.030920866793107623,0.09075776180518806,1
88,9,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,3734.0,28578.0,222885.5,225728.5,0.016752996493715384,0.1266034195947787,1
89,9,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,1318.75,3857.0,49562.0,48659.75,0.02660808684072475,0.07926469001587555,1
90,10,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,3874.25,11879.0,222885.5,225728.5,0.017382243349163586,0.052625166959422494,1
91,10,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,1652.25,3113.75,49562.0,48659.75,0.0333370324038578,0.06399025888953395,1
92,11,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,5825.0,7129.25,222885.5,225728.5,0.0261344950658522,0.03158329586206438,1
93,11,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,2661.5,2588.25,49562.0,48659.75,0.05370041564101529,0.0531907788264428,1
94,12,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,7976.0,7051.5,222885.5,225728.5,0.03578519015368878,0.03123885552776898,1
95,12,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,3496.5,2612.25,49562.0,48659.75,0.07054800048424197,0.053683999609533545,1
96,13,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,7921.25,7834.75,222885.5,225728.5,0.03553954833311274,0.03470873195010821,1
97,13,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,3705.25,2902.75,49562.0,48659.75,0.07475989669504862,0.059654026171527805,1
98,14,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,7607.25,7186.0,222885.5,225728.5,0.034130753234283974,0.031834704080344306,1
99,14,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,3379.75,3009.5,49562.0,48659.75,0.06819236511843751,0.061847831112983524,1
100,15,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,10812.5,5276.25,222885.5,225728.5,0.048511455433395176,0.02337431914888904,1
101,15,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,4061.0,2343.75,49562.0,48659.75,0.0819377749081958,0.04816609209870581,1
102,16,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,14404.0,5319.75,222885.5,225728.5,0.06462511020232362,0.023567028532063963,1
103,16,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,4169.25,2459.75,49562.0,48659.75,0.08412190791332069,0.05054999255031109,1
104,17,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,37253.75,6769.25,222885.5,225728.5,0.16714299494583543,0.029988459587513318,1
105,17,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,5651.5,2620.25,49562.0,48659.75,0.11402889310358742,0.05384840653723046,1
106,18,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,52302.25,10285.75,222885.5,225728.5,0.23465972438763402,0.04556690891934337,1
107,18,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,4642.25,2850.0,49562.0,48659.75,0.09366550986642992,0.05856996799202627,1
108,19,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,26314.25,8285.25,222885.5,225728.5,0.11806174022087575,0.036704492343678355,1
109,19,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,3504.75,2700.0,49562.0,48659.75,0.0707144586578427,0.055487338097709095,1
110,20,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,13109.25,3914.0,222885.5,225728.5,0.058816073723952436,0.017339414384980188,1
111,20,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,2748.5,1962.75,49562.0,48659.75,0.055455792744441304,0.040336212167140194,1
112,21,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,7843.25,3019.75,222885.5,225728.5,0.03518959286270305,0.013377796777987715,1
113,21,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,1972.25,1686.25,49562.0,48659.75,0.03979359186473508,0.03465389772861554,1
114,22,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,4920.5,3685.0,222885.5,225728.5,0.02207635759167824,0.016324921310335205,1
115,22,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,1117.25,1767.25,49562.0,48659.75,0.022542472055203582,0.036318517871546815,1
116,23,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,3207.75,1621.5,222885.5,225728.5,0.014391918720598694,0.0071834083866237535,1
117,23,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,833.5,739.0,49562.0,48659.75,0.016817319720753805,0.0151870899460026,1
118,24,CC11,weekday,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,128.5,410.0,222885.5,225728.5,0.000576529204456997,0.0018163413126831569,1
119,24,CC11,weekend,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,31.25,174.5,49562.0,48659.75,0.0006305233848512973,0.0035861261103889764,1
120,5,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,372.5,100.25,87827.5,75543.75,0.004241268395434232,0.0013270455861669563,2
121,5,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,89.5,7.0,21014.75,19280.0,0.0042589133822672175,0.00036307053941908715,2
122,6,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,3651.25,7208.5,87827.5,75543.75,0.04157296974182346,0.0954215272606933,2
123,6,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,421.0,231.25,21014.75,19280.0,0.020033547865189925,0.01199429460580913,2
124,7,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,7233.5,15373.5,87827.5,75543.75,0.08236030855939198,0.20350459171010177,2
125,7,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,789.75,801.75,21014.75,19280.0,0.03758074685637469,0.04158454356846473,2
126,8,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,6882.25,4337.0,87827.5,75543.75,0.07836099171671743,0.0574104409696368,2
127,8,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,1249.25,897.25,21014.75,19280.0,0.05944634126030526,0.04653786307053942,2
128,9,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,4122.5,2197.75,87827.5,75543.75,0.046938601235376166,0.029092413336642673,2
129,9,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,1565.25,915.25,21014.75,19280.0,0.07448339856529343,0.04747147302904564,2
130,10,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,3269.25,1552.25,87827.5,75543.75,0.03722353476986138,0.020547695871597584,2
131,10,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,1724.25,817.5,21014.75,19280.0,0.08204951284217038,0.04240145228215768,2
132,11,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,3619.5,1934.75,87827.5,75543.75,0.04121146565711195,0.02561098701083809,2
133,11,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,1986.0,869.25,21014.75,19280.0,0.09450505002438764,0.04508558091286307,2
134,12,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,3736.25,2538.0,87827.5,75543.75,0.042540775952862146,0.033596425912137004,2
135,12,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,2004.25,1127.25,21014.75,19280.0,0.09537348766937508,0.05846732365145228,2
136,13,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,10340.0,3862.75,87827.5,75543.75,0.11773077908399988,0.05113262182510135,2
137,13,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,1528.0,1310.5,21014.75,19280.0,0.07271083405703137,0.06797199170124481,2
138,14,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,9255.75,3571.25,87827.5,75543.75,0.10538555691554467,0.04727393066931414,2
139,14,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,1260.75,1234.25,21014.75,19280.0,0.05999357594070831,0.06401711618257261,2
140,15,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,6031.25,3497.0,87827.5,75543.75,0.06867154365090661,0.04629105650699098,2
141,15,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,1481.0,1157.5,21014.75,19280.0,0.0704743097110363,0.06003630705394191,2
142,16,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,6168.25,3159.0,87827.5,75543.75,0.07023141954399248,0.04181682799702159,2
143,16,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,1422.25,1151.25,21014.75,19280.0,0.06767865427854246,0.059712136929460584,2
144,17,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,8322.5,4125.75,87827.5,75543.75,0.09475961401611113,0.05461404815090593,2
145,17,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,1669.25,1322.75,21014.75,19280.0,0.07943230350111231,0.06860736514522822,2
146,18,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,7954.5,5999.5,87827.5,75543.75,0.09056958242008482,0.07941755605195665,2
147,18,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,1446.0,1491.75,21014.75,19280.0,0.06880881285763571,0.07737292531120332,2
148,19,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,3125.5,5080.5,87827.5,75543.75,0.0355868036776636,0.0672524199553239,2
149,19,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,849.5,1572.75,21014.75,19280.0,0.04042398791325141,0.08157417012448133,2
150,20,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,1536.5,3391.25,87827.5,75543.75,0.017494520508952206,0.04489120542731861,2
151,20,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,576.25,1369.0,21014.75,19280.0,0.027421216050631105,0.07100622406639004,2
152,21,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,988.75,3248.75,87827.5,75543.75,0.01125786342546469,0.043004881277405475,2
153,21,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,403.0,1259.25,21014.75,19280.0,0.019177006626298194,0.06531379668049793,2
154,22,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,778.25,2575.75,87827.5,75543.75,0.008861119808715949,0.03409613634483329,2
155,22,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,370.75,977.75,21014.75,19280.0,0.017642370239950512,0.05071317427385892,2
156,23,CC12,weekday,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,367.0,1313.5,87827.5,75543.75,0.004178645640602317,0.01738727558533962,2
157,23,CC12,weekend,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,151.5,573.0,21014.75,19280.0,0.007209222094005401,0.02971991701244813,2
