period,day_type,hour,station_code,tap_in_vol,tap_out_vol,code,code2,code3,interchange,NS,SW,CC,EW,NE,DT,CE,BP,PW,TE,PE,CG,SE,name
2022-01,weekend,13,EW25,3164,2994,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,13,EW25,3856,4009,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,20,EW25,2434,3897,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,20,EW25,3278,11190,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,18,EW25,7204,20782,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,18,EW25,3921,5076,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,10,EW25,3289,2207,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,10,EW25,5268,2819,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,19,EW25,3261,4393,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,19,EW25,4721,14737,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,5,EW25,5935,335,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,5,EW25,984,38,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,17,EW25,6488,13733,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,17,EW25,3651,5150,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,22,EW25,1377,3334,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,22,EW25,1876,6239,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,23,EW25,810,3196,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,23,EW25,548,1794,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,14,EW25,3065,3240,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,14,EW25,3461,4922,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,7,EW25,30138,8346,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,7,EW25,3822,1623,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,15,EW25,4738,5814,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,15,EW25,3182,3492,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,24,EW25,49,524,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,24,EW25,28,357,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,8,EW25,3124,2028,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,8,EW25,19092,6009,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,9,EW25,8615,3249,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,9,EW25,3311,2133,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,12,EW25,3387,2954,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,12,EW25,4135,3607,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,16,EW25,4243,7999,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,16,EW25,3089,4063,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,11,EW25,3268,2706,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,11,EW25,4621,3047,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,6,EW25,3328,862,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekday,6,EW25,18661,3743,EW25,,,FALSE,,,,25,,,,,,,,,,Chinese Garden
2022-01,weekend,10,NS4/BP1,13894,10130,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,10,NS4/BP1,23174,18072,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,16,NS4/BP1,13739,15513,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,16,NS4/BP1,29655,40175,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,21,NS4/BP1,15997,30841,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,21,NS4/BP1,7070,13570,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,24,NS4/BP1,389,1588,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,24,NS4/BP1,700,2571,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,5,NS4/BP1,2945,1017,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,5,NS4/BP1,13614,4804,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,9,NS4/BP1,29164,17785,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,9,NS4/BP1,12806,9375,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,18,NS4/BP1,49086,80933,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,18,NS4/BP1,14093,18065,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,20,NS4/BP1,19502,37293,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,20,NS4/BP1,8846,15553,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,8,NS4/BP1,11571,8306,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,8,NS4/BP1,51161,26959,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,7,NS4/BP1,10403,6439,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,7,NS4/BP1,77392,54224,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,11,NS4/BP1,23206,19069,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,11,NS4/BP1,14238,11908,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,14,NS4/BP1,27355,31169,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,14,NS4/BP1,13851,14009,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,15,NS4/BP1,14043,14867,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,15,NS4/BP1,27153,33258,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,19,NS4/BP1,11492,16099,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,19,NS4/BP1,28509,55169,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,6,NS4/BP1,8673,5062,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,6,NS4/BP1,52526,33468,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,17,NS4/BP1,14891,17672,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,17,NS4/BP1,42915,57399,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,22,NS4/BP1,5042,11187,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,22,NS4/BP1,9516,21747,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,23,NS4/BP1,3979,11715,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,23,NS4/BP1,2157,6333,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,13,NS4/BP1,26635,27813,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,13,NS4/BP1,14628,13955,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekday,12,NS4/BP1,25024,24671,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,12,NS4/BP1,14819,12965,NS4,BP1,,TRUE,4,,,,,,,1,,,,,,Choa Chu Kang
2022-01,weekend,6,EW13/NS25,771,3221,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,6,EW13/NS25,1587,10370,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,8,EW13/NS25,1524,10246,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,8,EW13/NS25,4916,42645,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,7,EW13/NS25,955,5502,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,7,EW13/NS25,3171,24618,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,11,EW13/NS25,8418,24194,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,11,EW13/NS25,10816,31425,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,14,EW13/NS25,17495,21699,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,14,EW13/NS25,23615,24378,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,16,EW13/NS25,24768,21971,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,16,EW13/NS25,29175,21839,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,24,EW13/NS25,365,63,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,24,EW13/NS25,241,37,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,23,EW13/NS25,12136,1049,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,23,EW13/NS25,7398,543,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,12,EW13/NS25,16072,30981,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,12,EW13/NS25,11612,22327,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,15,EW13/NS25,26493,23278,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,15,EW13/NS25,20607,21778,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,21,EW13/NS25,42143,4301,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,21,EW13/NS25,24772,2627,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,20,EW13/NS25,21952,6016,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,20,EW13/NS25,36703,9265,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,9,EW13/NS25,4573,40175,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,9,EW13/NS25,2200,23946,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,18,EW13/NS25,27300,18027,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,18,EW13/NS25,51615,40619,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,19,EW13/NS25,40401,24971,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,19,EW13/NS25,23689,11955,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,5,EW13/NS25,425,630,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,5,EW13/NS25,140,111,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,13,EW13/NS25,23743,26067,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,13,EW13/NS25,14896,22203,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,17,EW13/NS25,28973,20695,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,17,EW13/NS25,40187,27287,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,10,EW13/NS25,4942,26818,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,10,EW13/NS25,6110,33388,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,22,EW13/NS25,18999,1512,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekday,22,EW13/NS25,32202,2687,EW13,NS25,,TRUE,25,,,13,,,,,,,,,,City Hall
2022-01,weekend,16,NE5,3540,4397,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,16,NE5,7417,6295,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,6,NE5,970,3822,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,6,NE5,373,675,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,8,NE5,1966,20363,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,8,NE5,629,2063,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,20,NE5,10997,3918,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,20,NE5,5002,2663,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,12,NE5,4629,6196,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,12,NE5,2151,3756,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,10,NE5,1069,3925,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,10,NE5,2110,10606,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,11,NE5,1632,4041,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,11,NE5,3161,6684,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,22,NE5,6723,919,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,22,NE5,12621,1370,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,14,NE5,5904,5802,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,14,NE5,3431,3418,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,18,NE5,21941,11587,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,18,NE5,4005,5654,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,9,NE5,1845,17222,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,9,NE5,761,3332,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,21,NE5,11697,2060,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,21,NE5,5701,1443,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,13,NE5,5431,6721,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,13,NE5,2685,3756,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,17,NE5,13930,7746,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,17,NE5,3930,5024,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,7,NE5,1637,8950,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,7,NE5,484,1593,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,15,NE5,3679,3792,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,15,NE5,6070,5813,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,24,NE5,42,13,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,24,NE5,23,10,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,19,NE5,4421,4103,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,19,NE5,14009,7940,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,5,NE5,21,1,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,5,NE5,123,27,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekend,23,NE5,3454,438,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,23,NE5,6196,646,NE5,,,FALSE,,,,,5,,,,,,,,,Clarke Quay
2022-01,weekday,15,EW23,36224,31683,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,15,EW23,16665,16213,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,9,EW23,14072,12811,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,9,EW23,28669,34946,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,19,EW23,43192,49517,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,19,EW23,14348,16440,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,12,EW23,31308,30113,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,12,EW23,17973,14788,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,23,EW23,2766,5212,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,23,EW23,6092,9306,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,20,EW23,30039,31938,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,20,EW23,11803,14894,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,10,EW23,15686,13205,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,10,EW23,24419,26670,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,7,EW23,9900,10146,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,7,EW23,61051,79019,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,17,EW23,61530,52906,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,17,EW23,18427,20183,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,8,EW23,11933,12279,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,8,EW23,47767,64082,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,11,EW23,27335,28046,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,11,EW23,16936,13849,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,18,EW23,73416,72025,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,18,EW23,18137,19330,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,6,EW23,39202,40396,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,6,EW23,6286,6510,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,24,EW23,173,596,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,24,EW23,330,925,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,5,EW23,749,394,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,5,EW23,4052,3656,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,22,EW23,6699,10598,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,22,EW23,15255,20266,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,21,EW23,24736,25949,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,21,EW23,9801,13225,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,14,EW23,32376,31121,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,14,EW23,16066,15777,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,16,EW23,39495,37028,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,16,EW23,16273,17479,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekday,13,EW23,35155,31583,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,13,EW23,17780,16233,EW23,,,FALSE,,,,23,,,,,,,,,,Clementi
2022-01,weekend,18,EW20,4918,5280,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,18,EW20,22775,20415,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,8,EW20,4325,4193,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,8,EW20,18049,22995,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,10,EW20,5709,4202,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,10,EW20,10368,8041,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,19,EW20,13505,15228,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,19,EW20,4460,5003,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,13,EW20,5440,4569,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,13,EW20,10262,9410,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,21,EW20,6832,9866,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,21,EW20,2722,4609,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,7,EW20,3565,3135,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,7,EW20,22044,20833,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,15,EW20,4866,4548,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,15,EW20,10004,8745,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,17,EW20,5335,4934,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,17,EW20,19468,14494,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,14,EW20,11677,8813,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,14,EW20,5010,4334,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,22,EW20,3540,7922,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,22,EW20,1722,3760,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,11,EW20,9709,6759,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,11,EW20,5872,3787,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,5,EW20,307,77,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,5,EW20,2756,674,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,9,EW20,5317,4251,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,9,EW20,12316,12942,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,6,EW20,2471,1964,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,6,EW20,15216,10823,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,16,EW20,5135,4510,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,16,EW20,12438,10160,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,20,EW20,3042,4769,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,20,EW20,7931,11703,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,24,EW20,24,241,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,24,EW20,21,140,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,23,EW20,739,2088,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,23,EW20,1335,3987,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekend,12,EW20,5921,4125,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,12,EW20,9728,7554,EW20,,,FALSE,,,,20,,,,,,,,,,Commonwealth
2022-01,weekday,24,SE1,23,304,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekend,24,SE1,27,169,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekend,23,SE1,159,966,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekday,23,SE1,253,1719,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekend,11,SE1,1980,1250,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekday,11,SE1,3214,2046,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekday,7,SE1,8968,11113,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekend,7,SE1,1264,599,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekend,16,SE1,1481,1614,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekday,16,SE1,3071,3670,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekend,22,SE1,325,1610,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekday,22,SE1,680,3161,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
2022-01,weekend,6,SE1,1014,310,SE1,,,FALSE,,,,,,,,,,,,,1,Compassvale
