,postal,x,y,lat,long,name,subzone,area,region,code,status,bus_interchange,mrt_interchange,code1,code2,code3,CC,NE,NS,DT,EW,CG,BP,TE,CE,svc,bus count,pop,hub,min_dist,nearest_hub,cluster,bus_rank,pop_rank,dist_rank,pop-bus_rank
80,769092,27962.31086,44352.567989999996,1.41738337,103.83297990000001,Khatib,Khatib,Yishun,North,NS14,operational,False,False,NS14,,,,,14.0,,,,,,,"858,854,670,117,850E,811,807,85A,852,860T,1N,811T,812,85,851,969A,857A,807A,812T,860,853M,117M,969,853,851e,857,854e,807B,117A,855,965,965T,857B,NR1,39",35,10250.0,False,5.420305617016388,Woodlands,0.0,0.8617886178861789,0.5121951219512195,0.6422764227642277,-0.34959349593495936
81,569813,29294.12623,40413.06264,1.381755871,103.8449473,Yio Chu Kang,Yio Chu Kang,Ang Mo Kio,North-East,NS15,operational,True,False,NS15,,,,,15.0,,,,,,,"72,162M,70,852,860T,76,71,851,162,860,45,853M,851e,853,13,72B,668,70A,70M,NR1,86,825,72A",23,20.0,False,8.7531553514516,Woodlands,2.0,0.7195121951219512,0.07317073170731707,0.943089430894309,-0.6463414634146342
82,319756,29500.23495,35847.77198,1.340469001,103.8467991,Braddell,Toa Payoh West,Toa Payoh,Central,NS18,operational,False,False,NS18,,,,,18.0,,,,,,,"231,59,235,129,232",5,14360.0,False,6.286503438995612,Raffles Place,1.0,0.12195121951219512,0.6138211382113821,0.7886178861788617,0.49186991869918695
83,307642,29169.329789999996,33633.15354,1.320440791,103.84382559999999,Novena,Moulmein,Novena,Central,NS20,operational,False,False,NS20,,,,,20.0,,,,,,,"141,5,21,56,57,167,851,162M,162,131,143,54,166,131A,980",15,9300.0,False,4.1263241319782455,Raffles Place,2.0,0.4796747967479675,0.4796747967479675,0.4796747967479675,0.0
84,228234,28519.283069999998,32735.077039999996,1.312318922,103.83798459999998,Newton,Newton Circus,Newton,Central,NS21/DT11,operational,False,True,NS21,DT11,,,,21.0,11.0,,,,,,"170A,143,5,167,NR1,124,162M,960e,518,162,48,960,54,518A,972M,67",16,250.0,False,3.474555592891637,Raffles Place,1.0,0.5203252032520326,0.1951219512195122,0.3902439024390244,-0.3252032520325204
85,238162,28641.834660000004,31402.124519999998,1.3002641670000001,103.8390858,Somerset,Somerset,Orchard,Central,NS23,operational,False,False,NS23,,,,,23.0,,,,,,,"NR6,5N,124,162M,7A,502,2N,1N,111,16,162,NR5,36,16M,972,502A,167,190,174,6N,NR8,65,NR3,175,7B,14A,NR2,77,4N,174e,972M,14e,7,123,106,NR1,3N,36B,143,36A,14",41,140.0,False,2.261219385686831,Raffles Place,2.0,0.9105691056910569,0.17073170731707318,0.2682926829268293,-0.7398373983739837
86,238826,29423.98045,31229.31637,1.298701325,103.8461137,Dhoby Ghaut,Dhoby Ghaut,Museum,Central,NS24/CC1/NE6,operational,False,True,NS24,CC1,NE6,1.0,6.0,24.0,,,,,,,"NR6,5N,972A,850E,124,162M,190A,7A,139,502,2N,1N,111,656,16,665,162,660,36,16M,972,502A,167,190,174,6N,652,65,64,175,7B,14A,518,951E,77,4N,174e,972M,14e,7,106,3N,36B,36A,518A,663,14",47,320.0,False,1.7263457099095751,Raffles Place,2.0,0.9552845528455285,0.21138211382113822,0.21138211382113822,-0.7439024390243902
87,18925,30367.954719999998,28764.49593,1.2764102990000001,103.8545955,Marina Bay,Central Subzone,Downtown Core,Central,NS27/CE2/TE20,operational,False,True,NS27,CE2,TE20,,,27.0,,,,,20.0,2.0,"672,97,670,653,651,671,502,97e,982E,666,513,133,655,502A,661,654,667,668,657,106,400",21,880.0,False,0.9259394808698478,Raffles Place,2.0,0.6504065040650406,0.26422764227642276,0.07317073170731707,-0.3861788617886179
89,659083,18926.9127,37854.03588,1.3586115909999998,103.7517909,Bukit Gombak,Guilin,Bukit Batok,West,NS3,operational,False,False,NS3,,,,,3.0,,,,,,,"945,NR8,3N,991C,991",5,12940.0,False,3.021632482015932,Jurong East,0.0,0.12195121951219512,0.5853658536585366,0.34146341463414637,0.46341463414634143
90,689715,18438.983119999997,42158.0181,1.3975350690000001,103.7474052,Yew Tee,Yew Tee,Choa Chu Kang,West,NS5,operational,False,False,NS5,,,,,5.0,,,,,,,"302A,NR3,307A,3N,302,307,979",7,40390.0,False,6.216935058935252,Woodlands,0.0,0.18699186991869918,0.9024390243902439,0.7642276422764228,0.7154471544715447
91,738702,20078.58651,45204.51685,1.425086981,103.7621375,Kranji,Turf Club,Sungei Kadut,North,NS7,operational,False,False,NS7,,,,,7.0,,,,,,,"170A,925A,178A,925,961,160,925M,178,960,961M",10,670.0,False,3.116726574550072,Woodlands,2.0,0.2967479674796748,0.23170731707317074,0.36585365853658536,-0.06504065040650406
92,739044,21407.04132,46026.51253,1.432521149,103.77407459999999,Marsiling,Woodlands West,Woodlands,North,NS8,operational,False,False,NS8,,,,,8.0,,,,,,,"913T,950,913M,926,963,961M,913,856,925,961,160,966A,912B,178,963R,187,963e,925M,912,960,925A,960e,966",23,33910.0,False,1.5905236934967002,Woodlands,0.0,0.7195121951219512,0.8048780487804879,0.1951219512195122,0.08536585365853666
93,737668,22699.99124,47770.39457,1.448292453,103.7856927,Woodlands North,Greenwood Park,Woodlands,North,TE1,operational,False,False,TE1,,,,,,,,,,1.0,,856,1,40.0,False,1.3831727351816805,Woodlands,2.0,0.016260162601626018,0.10975609756097561,0.13821138211382114,0.09349593495934959
97,237974,27783.69734,31709.532489999998,1.3030442629999999,103.831375,Orchard,Paterson,River Valley,Central,TE14/NS22,operational,False,True,TE14,NS22,,,,22.0,,,,,14.0,,"NR6,972A,5N,124,54,162M,190A,7A,2N,1N,111,5,16,162,NR5,36,16M,972,174,167,190,6N,NR8,65,NR3,175,NR2,518,77,4N,174e,972M,14e,7,123,106,NR1,3N,36B,143,36A,518A,14",43,240.0,False,3.0678221086385933,Raffles Place,2.0,0.926829268292683,0.18292682926829268,0.34959349593495936,-0.7439024390243902
111,737741,23542.55457,45459.758819999995,1.427396053,103.79326429999999,Woodlands South,Woodlands South,Woodlands,North,TE3,operational,False,False,TE3,,,,,,,,,,3.0,,"665,901,901M",3,41000.0,False,1.1305081378587971,Woodlands,1.0,0.08943089430894309,0.9105691056910569,0.10569105691056911,0.8211382113821137
114,787140,26279.32794,42162.93444,1.397581061,103.8178569,Springleaf,Nee Soon,Yishun,North,TE4,operational,False,False,TE4,,,,,,,,,,4.0,,"138A,167,138,169,860,860T,980",7,890.0,False,5.418959931224707,Woodlands,2.0,0.18699186991869918,0.2764227642276423,0.6341463414634146,0.0894308943089431
115,789361,28269.89707,40827.793939999996,1.38550658,103.8357438,Lentor,Tagore,Ang Mo Kio,North-East,TE5,operational,False,False,TE5,,,,,,,,,,5.0,,825,1,7950.0,False,7.7353156131663825,Woodlands,0.0,0.016260162601626018,0.45528455284552843,0.9186991869918699,0.43902439024390244
116,569900,28361.59505,39274.94719,1.371463188,103.8365678,Mayflower,Kebun Bahru,Ang Mo Kio,North-East,TE6,operational,False,False,TE6,,,,,,,,,,6.0,,"76,268A,71,268B,269,652,269A,262,265,268,CT8,268C,1N",13,22620.0,False,8.989475734829476,Woodlands,0.0,0.4065040650406504,0.6666666666666666,0.9512195121951219,0.26016260162601623
117,575737,27952.7071,38370.443889999995,1.363283185,103.8328936,Bright Hill,Upper Thomson,Bishan,Central,TE7,operational,False,False,TE7,,,,,,,,,,7.0,,"410G,162M,52,162,410,410W",6,29390.0,False,9.040709629259286,Raffles Place,1.0,0.15040650406504066,0.7560975609756098,0.959349593495935,0.6056910569105691
118,577937,27953.2465,37390.00369,1.354416434,103.8328985,Upper Thomson,Upper Thomson,Bishan,Central,TE8,operational,False,False,TE8,,,,,,,,,,8.0,,"163,167,410G,165,162M,52,162,855,132,166,410,410W,980",13,29390.0,False,8.08380970073053,Raffles Place,2.0,0.4065040650406504,0.7560975609756098,0.9349593495934959,0.34959349593495936
119,297608,28761.5758,35491.34314,1.3372456129999999,103.8401618,Caldecott,Toa Payoh West,Toa Payoh,Central,TE9/CC17,operational,False,True,TE9,CC17,,17.0,,,,,,,9.0,,"141,235",2,14360.0,False,6.038770777782457,Raffles Place,1.0,0.052845528455284556,0.6138211382113821,0.7235772357723578,0.5609756097560975
120,556082,32390.68525,36971.75455,1.350633615,103.8727717,Serangoon,Serangoon Central,Serangoon,North-East,CC13/NE12,operational,True,True,CC13,NE12,,13.0,12.0,,,,,,,,"NR6,135,53,109A,147,506,101,147A,107M,70,116A,103,100A,133,58A,43,105,153,158,45,853M,70B,22,53M,43M,853,315,100,81,45A,107,70A,70M,317,82,116,58,109",38,24760.0,False,7.765507496303116,Raffles Place,1.0,0.8821138211382114,0.6747967479674797,0.926829268292683,-0.20731707317073167
121,579842,29760.77555,37047.15733,1.351315801,103.84914029999999,Bishan,Bishan East,Bishan,Central,CC15/NS17,operational,True,True,CC15,NS17,,15.0,,17.0,,,,,,,"53,88,13A,410W,50,56,71,410,59,55B,410G,13,52,55,57,NR1,54,58,156",19,28310.0,False,7.475663791302881,Raffles Place,1.0,0.5894308943089431,0.7235772357723578,0.9024390243902439,0.13414634146341464
122,39193,31008.36188,30709.257810000003,1.293997986,103.86035,Promenade,Marina Centre,Downtown Core,Central,CC4/DT15,operational,True,True,CC4,DT15,,4.0,,,15.0,,,,,,"97,162M,107M,502,97e,133,111,868E,36,857,502A,518,857B,70A,106,70M,36B,36A,518A",19,10.0,False,1.4769503642747916,Raffles Place,2.0,0.5894308943089431,0.032520325203252036,0.17073170731707318,-0.5569105691056911
123,819661,45201.32039,37729.193380000004,1.357478974,103.98788359999999,Changi Airport,Changi Airport,Changi,East,CG2,operational,True,False,CG2,,,,,,,,2.0,,,,"53A,858,24,858B,27,53,110,34B,34,36",10,10.0,False,4.773682429050028,Tampines,2.0,0.2967479674796748,0.032520325203252036,0.5528455284552846,-0.26422764227642276
124,678213,20011.398119999998,40108.683769999996,1.379002116,103.76153509999999,Bukit Panjang,Gombak,Bukit Batok,West,DT1/BP6,operational,True,True,DT1,BP6,,,,,1.0,,,6.0,,,"170A,974A,972A,176,180A,190A,963,961M,180,171,961,160,974,178,970,177,67,983,979,963R,973,972,187,190,963e,75,NR3,973A,960,972M,922,975C,920,184,975,976",36,9930.0,False,5.529046358580318,Jurong East,1.0,0.8699186991869918,0.5040650406504065,0.6504065040650406,-0.36585365853658536
125,588216,21598.16648,35931.235889999996,1.341223176,103.7757943,Beauty World,Anak Bukit,Bukit Timah,Central,DT5,operational,False,False,DT5,,,,,,5.0,,,,,,"170A,852,961M,961,157,970,985,67,174,75,52,77,174e,66,61,184,41,3N,173",19,21870.0,False,3.8314766292126685,Jurong East,1.0,0.5894308943089431,0.6504065040650406,0.43089430894308944,0.060975609756097504
126,519634,40905.597460000005,39449.982339999995,1.373043316,103.94928449999999,Pasir Ris,Pasir Ris Central,Pasir Ris,East,EW1,operational,True,False,EW1,,,,,,,1.0,,,,,"53A,53,359,88,403,12,5,15,17,3,68,15A,89,58B,518,81,4N,21,358,12e,354,89A,3A,6,39,518A,58,109",28,32240.0,False,2.2428913140207576,Tampines,1.0,0.7764227642276422,0.7967479674796748,0.2601626016260163,0.020325203252032575
127,387405,32236.603839999996,32643.33024,1.31148891,103.8713865,Kallang,Boon Keng,Kallang,Central,EW10,operational,True,False,EW10,,,,,,,10.0,,,,,"26,7A,12,961M,2A,980,141,32,961,62,985,31,63A,853M,33,67,853,51,100,175,13,80,63,7,21,11,21A,2,197,140",30,11790.0,False,3.7634911119149836,Raffles Place,0.0,0.8211382113821138,0.5691056910569106,0.42276422764227645,-0.2520325203252033
128,168731,27346.33227,29836.20442,1.286102536,103.82744509999999,Tiong Bahru,Tiong Bahru Station,Bukit Merah,Central,EW17,operational,True,False,EW17,,,,,,,17.0,,,,,"5,33A,123,851,123M,122,195,33,121,195A,NR5,63,63A,16,16M",15,15120.0,False,2.6788867588814633,Raffles Place,1.0,0.4796747967479675,0.6260162601626016,0.3089430894308943,0.1463414634146341
129,139345,23207.2578,32171.7151,1.307223708,103.7902535,Buona Vista,One North,Queenstown,Central,EW21/CC22,operational,True,True,EW21,CC22,,22.0,,,,21.0,,,,,"92B,147,95B,196,111,105,92M,198,NR5,185,200A,NR8,100,74,200,191,92,91,106,95,92A,14",22,720.0,False,6.061857010763538,Jurong East,2.0,0.6788617886178862,0.24796747967479674,0.7317073170731707,-0.43089430894308944
130,129580,20418.105509999998,33044.49447,1.315116253,103.7651915,Clementi,Clementi Central,Clementi,West,EW23,operational,True,False,EW23,,,,,,,23.0,,,,,"147,154,5N,106A,196,284,99,105,201,NR5,285,166,185,96,NR8,175,7B,52,14,78,7,189,106,184,96B,165,183,105B,154B,96A,173,282,156",33,14000.0,False,3.2412617799871386,Jurong East,1.0,0.8495934959349594,0.6016260162601627,0.37398373983739835,-0.2479674796747967
131,609690,17869.05705,35038.96887,1.333152816,103.7422863,Jurong East,Jurong Gateway,Jurong East,West,EW24 / NS1,operational,True,True,EW24,NS1,,,,1.0,,24.0,,,,,"98M,97,506,98,143M,334,97e,105,160,183B,333,51A,197,167,51,49,160M,52,66,78,990,105B,41,183,143,160A,335",27,450.0,True,0.0,Jurong East,2.0,0.7642276422764228,0.21951219512195122,0.02032520325203252,-0.5447154471544716
132,649846,13837.982719999998,35641.91912,1.338604055,103.70606459999999,Boon Lay,Jurong West Central,Jurong West,West,EW27,operational,True,False,EW27,,,,,,,27.0,,,,,"246,249,974A,154,5N,180A,181,180,243G,405,242,79A,198,974,181M,157,178,258,240,NR5,240M,243W,193,30,179A,174,187,192,252,241,179,199,174e,79,172,251,194,198A,154B",39,63760.0,False,4.071943124358783,Jurong East,1.0,0.8983739837398373,0.9552845528455285,0.4634146341463415,0.056910569105691144
133,629116,10756.33797,34438.26178,1.3277170409999999,103.678375,Joo Koon,Joo Koon,Pioneer,West,EW29,operational,True,False,EW29,,,,,,,29.0,,,,,"99,254,257,255,193,252,974A,182,192,253,974,258,182M",13,30.0,False,7.13036104103914,Jurong East,2.0,0.4065040650406504,0.09349593495934959,0.8699186991869918,-0.3130081300813008
134,638418,6150.862788,35894.35822,1.340882425,103.63699140000001,Tuas Link,Tuas Promenade,Tuas,West,EW33,operational,True,False,EW33,,,,,,,33.0,,,,,"248M,193,247,182,192,248,182M",7,10.0,False,11.736584520205364,Jurong East,2.0,0.18699186991869918,0.032520325203252036,1.0,-0.15447154471544713
135,467347,38757.95205,34024.70478,1.323979969,103.9299845,Bedok,Bedok North,Bedok,East,EW5,operational,True,False,EW5,,,,,,,5.0,,,,,"9A,155,26,854,24,87,17A,7A,137,196A,401,18,228,222A,30e,196,9,32,60T,2A,229,17,31,25,33,222,60,16M,67,30,35M,854e,225W,33B,14A,38,69,28,4N,225G,7,222B,168,35,40,2,16,197,137A,14",50,81840.0,False,3.670217087635345,Tampines,1.0,0.983739837398374,0.975609756097561,0.4146341463414634,-0.008130081300813052
136,409423,35779.98835,33560.5859,1.319783549,103.90322579999999,Eunos,Geylang East,Geylang,Central,EW7,operational,True,False,EW7,,,,,,,7.0,,,,,"26,155,24,854,60A,154,150,2,2A,60T,76,30e,2N,94,15,25,63A,60,67,22,93,30,51,13,28,63,55,61,94A,21,7,63M,966",33,29920.0,False,5.967029528487465,Tampines,1.0,0.8495934959349594,0.7764227642276422,0.7154471544715447,-0.07317073170731714
137,98867,26688.0367,27545.853430000003,1.2653893840000001,103.8215302,Harbourfront,Maritime Square,Bukit Merah,Central,NE1 / CC29,operational,True,True,NE1,CC29,,29.0,1.0,,,,,,,,"NR6,97,131,97e,188R,30e,166,963R,30,65,100,855,10,80,61,145,57,123M,NR1,143",20,3620.0,False,3.9258225906154496,Raffles Place,2.0,0.6219512195121951,0.36585365853658536,0.45528455284552843,-0.25609756097560976
139,538758,34572.87525,39256.128280000004,1.371292266,103.8923805,Hougang,Hougang Central,Hougang,North-East,NE14,operational,True,False,NE14,,,,14.0,,,,,,,,"161,325,72,87,147,101,147A,107M,151,80A,324,329,153,112,62A,112A,62,132,102,27,89,6N,51,74,80,113,107,165,82,72A,89e,116",32,4720.0,False,6.197197586193637,Tampines,1.0,0.8333333333333334,0.4065040650406504,0.7560975609756098,-0.426829268292683
140,545061,34655.42506,40536.340169999996,1.38287002,103.89312259999998,Buangkok,Compassvale,Sengkang,North-East,NE15/STC,operational,True,True,NE15,STC,,,15.0,,,,,,,,"102,27,43M,43,43e,114",6,20960.0,False,6.652238434240574,Tampines,0.0,0.15040650406504066,0.6422764227642277,0.8292682926829268,0.49186991869918706
141,545062,34918.27401,41512.12769,1.391694626,103.89548470000001,Sengkang,Sengkang Town Centre,Sengkang,North-East,NE16,operational,True,False,NE16,,,,16.0,,,,,,,,"161,119,NR6,87,85A,80A,50,374,43,85,371,159A,102,27,43M,89,163A,43e,80,965T,965,109,163,372,159,86,83T,27A,89e,110,83,156",32,61790.0,False,6.978497696751569,Tampines,1.0,0.8333333333333334,0.943089430894309,0.8617886178861789,0.1097560975609756
142,828868,35651.3828,42933.24827,1.4045465369999999,103.9020726,Punggol,Matilda,Punggol,North-East,NE17/PTC,operational,True,True,NE17,PTC,,,17.0,,,,,,,,"381,119,117,34A,34,50,43,85,386,62A,62,386A,3,382A,117M,382,136,43M,6N,84,43e,382W,384,118,382G,83T,82,39,83",29,52200.0,False,7.442719677699982,Tampines,1.0,0.8008130081300813,0.926829268292683,0.8943089430894309,0.1260162601626017
143,59816,28681.249289999996,29130.522269999998,1.279720594,103.8394399,Outram Park,Singapore General Hospital,Bukit Merah,Central,NE3/EW16/TE17,operational,True,True,NE3,EW16,TE17,,3.0,,,16.0,,,17.0,,"147,124,147A,12,961M,2,851,961,970,63A,33,CT8,166,851e,190,CT18,63,61,12e,143,54,197",22,10.0,False,1.423362413498626,Raffles Place,2.0,0.6788617886178862,0.032520325203252036,0.15447154471544716,-0.6463414634146342
144,759775,26522.98826,47854.19984,1.4490508219999998,103.82004609999998,Sembawang,Sembawang Central,Sembawang,North,NS11,operational,True,False,NS11,,,,,11.0,,,,,,,"858,962B,117,859B,858A,859A,980,656,856,962,883M,117M,167,859T,882,981,882A,NR2,859,883",20,34800.0,False,3.8503782311468995,Woodlands,0.0,0.6219512195121951,0.8130081300813008,0.43902439024390244,0.19105691056910568
145,769093,28187.678819999997,45686.07054,1.429443085,103.83500500000001,Yishun,Yishun West,Yishun,North,NS13,operational,True,False,NS13,,,,,13.0,,,,,,,"858,854,965A,117,811,807,85A,103,852,860T,858A,811T,171,812,85,856,851,969A,883B,857A,807A,812T,860,800,853M,117M,883M,969,811A,853,851e,857,854e,859T,801,807B,806,803,855,804,805,965,965T,859,169A,857B,169,883,39",49,53910.0,False,5.283332244740035,Woodlands,0.0,0.9715447154471545,0.9349593495934959,0.6178861788617886,-0.03658536585365857
146,569812,29807.26115,39105.736000000004,1.36993285,103.8495581,Ang Mo Kio,Cheng San,Ang Mo Kio,North-East,NS16,operational,True,False,NS16,,,,,16.0,,,,,,,"24,130,135,73T,268B,88,138,130A,88A,268C,133,76,268A,1N,50,269,269A,262,73,268,25,138B,132,166,CT8,136,22,159A,261,74,159B,88B,138A,159,265,86,165,169",38,28070.0,False,9.543676124509027,Raffles Place,1.0,0.8821138211382114,0.7154471544715447,0.975609756097561,-0.16666666666666663
147,319398,29578.48907,34980.89629,1.332629281,103.8475022,Toa Payoh,Toa Payoh Central,Toa Payoh,Central,NS19,operational,True,False,NS19,,,,,19.0,,,,,,,"26,155,73T,88,139,238,142A,141,56,105,153,129,90A,157,73,31,8,90,235,28,142,163,231,145,139M,159,NR1,232,143",29,28020.0,False,5.411293497503036,Raffles Place,1.0,0.8008130081300813,0.7073170731707317,0.6260162601626016,-0.0934959349593496
148,659958,18679.32232,36794.92602,1.349033312,103.7495665,Bukit Batok,Bukit Batok Central,Bukit Batok,West,NS2,operational,True,False,NS2,,,,,2.0,,,,,,,"944,945,947,990,189,187,106,173A,991A,941,189A,106A,852,77,991,173,177,61",18,27290.0,False,1.9424529442628187,Jurong East,0.0,0.5650406504065041,0.6991869918699187,0.22764227642276422,0.13414634146341464
149,689810,18101.2472,40812.12161,1.385363165,103.7443708,Choa Chu Kang,Choa Chu Kang Central,Choa Chu Kang,West,NS4,operational,True,False,NS4,,,,,4.0,,,,,,,"975A,974A,190A,927,991,188R,925,974,985,302,300,188,67,983,190,188e,NR3,307A,301,307,975B,172,975C,991B,3N,307T,983A,975,976",29,22530.0,False,5.810148511406122,Jurong East,1.0,0.8008130081300813,0.6585365853658537,0.6829268292682927,-0.14227642276422758
150,737736,22949.919130000002,46417.52233,1.436057617,103.78793879999999,Woodlands,Woodlands Regional Centre,Woodlands,North,TE2/NS9,operational,True,True,TE2,NS9,,,,9.0,,,,,2.0,,"858,161,169B,902,965A,913T,913M,950,926,963,961M,858A,903,856,913,962,925,961,966A,912B,178,665,904,903M,912M,969,963R,178A,187,912,963e,925M,964,901M,960,965,901,965T,900A,911,169A,925A,168,960e,169,900,966,912A,911T",49,10.0,True,0.0,Woodlands,1.0,0.9715447154471545,0.032520325203252036,0.02032520325203252,-0.9390243902439025
