BusStopCode,RoadName,Description,Latitude,Longitude,svc,len
25441,Tuas West Dr,Bef Pioneer Rd,1.3348321175906102,103.6351235369854,"192,193,248M,182,248,182M",6.0
25449,Tuas West Dr,Aft Pioneer Rd,1.33559254994067,103.63488564434364,"192,193,248M,182,248,182M",6.0
25451,Tuas West Dr,Aft Tuas West St,1.3322832999168002,103.63410305264573,"182,193,182M",3.0
25459,Tuas West Dr,Opp Tuas West St,1.33279999997118,103.63412166700834,"182,193,182M",3.0
25461,Tuas West Dr,Aft Tuas West Ave,1.3294482649013601,103.63291879027565,"182,193,182M",3.0
25469,Tuas West Dr,Bef Tuas West Ave,1.32929472200012,103.63264583299014,"182,193,182M",3.0
25471,Tuas Link 4,Opp S'pore Epson Ind,1.33552353410516,103.64184123007809,247,1.0
25479,Tuas Link 4,S'pore Epson Ind,1.3355280559798701,103.64162972197278,247,1.0
25491,Tuas Link 4,Opp Super Continental,1.33901033639652,103.63816647849173,247,1.0
25499,Tuas Link 4,Super Continental,1.33874972198024,103.63823777800013,247,1.0
25501,Tuas Ave 7,Kee Wee Hup Kee,1.33379055380717,103.64363585842409,247,1.0
25509,Tuas Ave 7,Opp Kee Wee Hup Kee,1.33355930464673,103.64364939022578,247,1.0
25511,Tuas Ave 12,MICHELMAN,1.32981500001918,103.64080472198737,"192,193",2.0
25519,Tuas Ave 12,OPP MICHELMAN,1.32981451584967,103.6409965426425,"192,193",2.0
25531,Tuas Ave 7,ST KINETICS,1.332349,103.645156,247,1.0
25539,Tuas Ave 7,FUJIFILM,1.332311,103.64506999999999,247,1.0
25541,Tuas Ave 7,PEC,1.329782,103.647851,247,1.0
25549,Tuas Ave 7,CAST LABORATORIES,1.329815,103.647687,247,1.0
25551,Tuas Ave 8,GARMCO,1.3255219999999999,103.645927,247,1.0
25559,Tuas Ave 8,LEE WELDED MESH,1.325651,103.64587900000001,247,1.0
25561,Tuas Sth Ave 5,INVISTA,1.31836,103.637711,247,1.0
25569,Tuas Sth Ave 5,OPP INVISTA,1.318191,103.637247,247,1.0
25571,Tuas Sth Ave 5,OPP WEST STAR,1.315444,103.635242,247,1.0
25579,Tuas Sth Ave 5,WEST STAR,1.315542,103.634947,247,1.0
25589,Tuas Ave 8,CROWN EQUIPMENT,1.328334,103.648426,247,1.0
25591,Tuas Sth Ave 4,OPP WYETH PHARMACEUTICALS,1.310246,103.63509,247,1.0
25599,Tuas Sth Ave 4,WYETH PHARMACEUTICALS,1.3094299999999999,103.635806,247,1.0
25601,Tuas Sth Ave 7,PFIZER GLOBAL,1.301632,103.63471700000001,247,1.0
25609,Tuas Sth Ave 7,MERCK SHARP & DOHME,1.301942,103.634519,247,1.0
25611,Tuas Sth Ave 7,OPP WESTLINK TWO,1.297703,103.633033,247,1.0
25621,Tuas Sth Ave 7,STARBURST ENGRG,1.294382,103.631889,247,1.0
25631,Tuas Sth Ave 7,CONTAINER CONNECTIONS,1.290329,103.63139699999999,247,1.0
25641,Tuas Sth Ave 9,OPP ROCHE S'PORE TECH,1.296157,103.638434,247,1.0
25651,Tuas Sth Ave 6,NOVARTIS,1.299345,103.63553,247,1.0
25661,Tuas Sth Ave 8,BEF TUAS BAY LINK,1.293361,103.639925,247,1.0
25669,Tuas Sth Ave 8,AFT TUAS BAY LINK,1.293396,103.639523,247,1.0
25671,Tuas Bay Link,BEF OFFSHORE MARINE CTR,1.294546,103.641614,247,1.0
25681,Pioneer Rd,BEF TUAS WEST AVE,1.332541,103.637033,"248,192,248M",3.0
25689,Pioneer Rd,AFT TUAS WEST AVE,1.332109,103.637126,"248,192,248M",3.0
25691,Tuas Ave 20,AFT TUAS WEST RD STN,1.328519,103.639669,"248,254,248M",3.0
25701,Tuas Sth Ave 5,GLAXOSMITHKLINE,1.295593,103.627651,"248,248M",2.0
25709,Tuas Sth Ave 5,EDGEN MURRAY,1.295671,103.627284,"248,248M",2.0
25711,Tuas Sth Ave 5,OPP THE INDEX,1.288627,103.625073,"248,248M",2.0
25719,Tuas Sth Ave 5,THE INDEX,1.2890139999999999,103.624893,"248,248M",2.0
25729,Tuas Sth Ave 10,ABBOTT,1.284932,103.628258,"248,248M",2.0
25741,Tuas Sth Ave 12,HALLIBURTON,1.2805010000000001,103.62711,"248,248M",2.0
25751,Tuas Sth Ave 5,BEF TUAS STH AVE 14,1.278059,103.621663,"248,248M",2.0
25761,Tuas Sth Ave 14,OPP REC S'PORE,1.2750620000000001,103.624222,"248,248M",2.0
25771,Tuas Sth Ave 14,AFT TUAS STH ST 7,1.274334,103.632329,"248,248M",2.0
25781,Tuas Sth Ave 9,OPP SLS,1.276398,103.635811,"248,248M",2.0
25791,Tuas Sth Ave 9,BEF TUAS STH AVE 10,1.28207,103.63616800000001,"248,248M",2.0
25801,Tuas Sth Ave 10,BEF TUAS STH AVE 7,1.28451,103.634186,"248,248M",2.0
25811,Tuas Ave 12,SIEM SENG HING,1.3322610000000001,103.643199,192,1.0
25819,Tuas Ave 12,OPP BEYONICS TECHNOLOGY,1.332495,103.64353,192,1.0
25821,Pioneer Rd,TUAS AMENITY CTR,1.317492,103.652589,254,1.0
26011,Tuas Cres,Bef Tuas Ave 11,1.31922965607898,103.64876709883724,247,1.0
26019,Tuas Cres,PROGRESS GALVANIZING,1.3186120000000001,103.648062,247,1.0
26021,Tuas Cres,Bef Tuas Ave 13,1.3172613938167,103.64693086349152,247,1.0
26029,Tuas Cres,CHIA HOCK TRADING CO,1.317805,103.647257,247,1.0
26031,Tuas Cres,Hiap Seng Engrg Ltd,1.31548257210498,103.64524684749752,247,1.0
26039,Tuas Cres,ASIA POLYURETHANE,1.316062,103.645623,247,1.0
26041,Tuas Cres,HIAP SENG ENGRG LTD,1.314711,103.643052,247,1.0
26049,Tuas Cres,Damen Shipyard,1.31486576449382,103.64275148813715,247,1.0
26051,Tuas Cres,BLASTING ABRASIVES,1.3163850000000001,103.641295,247,1.0
26059,Tuas Cres,PAXOCEAN,1.31672777803073,103.64083888900358,247,1.0
26061,Tuas Cres,B S DEVELOPMENT,1.318186,103.63940600000001,247,1.0
26069,Tuas Cres,Aft Tuas Ave 16,1.31850277800807,103.63897555599392,247,1.0
26071,Tuas Cres,UNIFINE STAR PETROCHEM,1.320508,103.637024,"248,248M",2.0
26079,Tuas Cres,Bef Tuas Loop,1.32060611102859,103.63675527798522,"248,248M",2.0
26081,Tuas Cres,BEF TUAS AVE 18A,1.322491,103.634908,"248,248M",2.0
26089,Tuas Cres,Bef Tuas Ave 20,1.32215171578031,103.63510021174817,"248,248M",2.0
26091,Tuas Ave 20,ROTARY ENGRG,1.324656,103.636135,"248,248M",2.0
26099,Tuas Ave 20,Bef Tuas Ave 13,1.32464249366642,103.63599686578979,"248,248M",2.0
26101,Tuas Ave 20,BASF STH EAST ASIA,1.326868,103.638144,"248,248M",2.0
26109,Tuas Ave 20,Bef Tuas Ave 11,1.32727742846476,103.63849052734983,"248,248M",2.0
26111,Tuas Basin Link,Tru-Marine,1.31464305600075,103.6542583329887,254,1.0
26121,Tuas Basin Link,Bef Tuas Amenity Ctr,1.3173684018155802,103.65136419209274,254,1.0
26131,Tuas Basin Link,Aft Tuas Cres,1.3190227779959098,103.64969999999406,254,1.0
26141,Tuas Ave 11,Smarty,1.32668624650782,103.6402558570377,254,1.0
26151,Tuas Ave 11,Opp Hempel,1.3245299876919399,103.64252271521325,254,1.0
26161,Tuas Ave 11,3NC S'pore,1.32238325656852,103.6448005401494,254,1.0
26171,Tuas Ave 11,Richee Engrg,1.32013250000852,103.64712138903369,254,1.0
26201,Tuas West Dr,Opp MSD,1.32695291537121,103.63192950215769,"182,193,182M",3.0
26209,Tuas West Dr,MSD,1.32692000001177,103.63175333302223,"182,193,182M",3.0
26211,Tuas Sth Ave 9,Framo S'pore Pte Ltd,1.2909661076741998,103.63683868167091,"182,247,182M",3.0
26221,Tuas Sth Ave 9,Opp YLS Steel,1.2932497779786498,103.63700231055886,"182,247,182M",3.0
26241,Tuas Sth Ave 3,Aft Tuas Sth Ave 2,1.32051139798651,103.63084994911131,"182,182M",2.0
26249,Tuas Sth Ave 3,Bef Tuas Sth Ave 2,1.32047370757812,103.63121830364248,"182,182M",2.0
26251,Tuas Sth Ave 3,Bef Tuas Sth Ave 2,1.31744784261205,103.62972683501113,"182,182M",2.0
26259,Tuas Sth Ave 3,Aft Tuas Sth Ave 2,1.31751639387096,103.63011079068615,"182,182M",2.0
26261,Tuas Sth Ave 3,Aft Tuas Sth Ave 4,1.31470906872568,103.62871219060813,"182,182M",2.0
26269,Tuas Sth Ave 3,Bef Tuas Sth Ave 4,1.3143583329901,103.62895500001656,"182,182M",2.0
26279,Tuas Sth Ave 3,Aft Tuas Sth Ave 4,1.31133425245546,103.6278418960082,"182,182M",2.0
26289,Tuas Sth Ave 3,Aft Tuas Sth St 2,1.30854575415228,103.62682065616312,"182,182M",2.0
26299,Tuas Sth Ave 3,Bef Tuas Sth Ave 6,1.3051095435511102,103.62556346611817,"182,182M",2.0
26311,Tuas Sth Ave 5,Aft Tuas Sth Ave 6,1.30228826515768,103.62978115947504,"182,182M",2.0
26321,Tuas Sth Ave 5,Bef Tuas Sth St 2,1.30603953289231,103.63116893582945,"182,182M",2.0
26331,Tuas Sth Ave 5,RS Components,1.3086995761265101,103.63213426017336,"182,182M",2.0
26349,Tuas Sth Ave 4,Tuas Technology Pk,1.3119396916744,103.62993851893344,"182,182M",2.0
26369,Tuas Sth Ave 3,See Hup Seng,1.2984699944142,103.62308583345812,"182,182M",2.0
26379,Tuas Sth Ave 3,Yong Nam,1.29387380677403,103.62192147229635,"182,182M",2.0
26389,Tuas Sth Ave 3,Bef Tuas Sth Ave 5,1.29055080908937,103.62453377233187,"182,182M",2.0
26399,Tuas Sth Ave 3,Aft Tuas View Cres,1.28949499042217,103.627460343254,"182,182M",2.0
26409,Tuas Sth Ave 3,Multico,1.28912909258559,103.63019873280872,"182,182M",2.0
26419,Tuas Sth Ave 3,Aft Tuas View Circuit,1.28891937327423,103.63301962123198,"182,247,182M",3.0
26429,Tuas Sth Ave 3,Bef Tuas Sth Ave 9,1.2886974997813703,103.63586909363458,"182,247,182M",3.0
26431,Tuas Sth Ave 8,Aft Tuas Sth Ave 9,1.29448159014169,103.63619121489279,"182,182M",2.0
26441,Tuas Sth Ave 8,Bef Tuas Sth Ave 7,1.2956892748808702,103.63296571362542,"182,182M",2.0
26451,Tuas Sth Ave 8,Bef Tuas Sth Ave 5,1.29689770170555,103.62977787735204,"182,182M",2.0
26461,Tuas Sth Ave 5,Aft Tuas Sth Ave 8,1.29946472196917,103.62876777798095,"182,182M",2.0
27011,Nanyang Cres,Blk 55,1.35586334559449,103.68610938870162,199,1.0
27021,Nanyang Cres,Hall 15,1.3532413889667902,103.68192916699402,199,1.0
27031,Nanyang Cres,Hall 12,1.35186815681876,103.68051749839924,199,1.0
27041,Nanyang Cres,CP 7,1.3507193624569198,103.67864247139185,199,1.0
27051,Nanyang Cres,NIE Lib,1.34845333297072,103.67665805600424,199,1.0
27061,Nanyang Dr,Opp Blk 41,1.34984722128218,103.68387082088057,"179,179A",2.0
27069,Nanyang Dr,Blk 41,1.3500897219988102,103.68418444402792,199,1.0
27071,Nanyang Cres,Nanyang Crescent Hall,1.35507533539502,103.68452767084536,199,1.0
27091,Jln Bahar,Opp Blk 271 CP,1.3491099999803102,103.70388500000492,"172,974A,405,974,199",5.0
27099,Jln Bahar,Blk 271 CP,1.35023689448473,103.70360999821405,"172,974,199,405",4.0
27101,Jln Bahar,Opp Westwood Sec Sch,1.3525947220036498,103.70111638902962,"172,974A,405,974,199",5.0
27109,Jln Bahar,Westwood Sec Sch,1.3530947219985199,103.70082305601869,"172,974,199,405",4.0
27121,Jln Bahar,Bef Nanyang Ave,1.3568230560103203,103.69521277798744,"172,199,405",3.0
27129,Jln Bahar,Opp Nanyang Ave,1.3573321724682799,103.69516041986128,"172,199,405",3.0
27131,Jurong West St 91,Blk 932,1.34193999997072,103.68852972197149,"241,5N,99,241A",4.0
27139,Jurong West St 91,Blk 934,1.34202746082141,103.68898154351334,99,1.0
27141,Jurong West St 91,Blk 920,1.33967546710179,103.68779973857258,"241,5N,99,241A",4.0
27149,Jurong West St 91,Juying Pr Sch,1.3390652510836398,103.68875795867143,99,1.0
27159,Jurong West St 92,Blk 924,1.34033777802121,103.69005138898682,"241,5N,241A",3.0
27169,Nanyang Ave,Bef Jln Bahar,1.35693103245165,103.69424464254186,199,1.0
27171,Nanyang Ave,Bef Lor Danau,1.3560456505915799,103.6916825448322,199,1.0
27179,Nanyang Ave,Aft Lor Danau,1.3561841817197702,103.6917825773122,199,1.0
27181,Nanyang Ave,PUB Sub-Stn,1.3558758880741701,103.68903620638115,199,1.0
27189,Nanyang Ave,Opp PUB Sub-Stn,1.35607204234326,103.68903921690323,199,1.0
27199,Nanyang Ave,Hall 11,1.35434216792763,103.68685754938305,199,1.0
27209,Nanyang Ave,Hall 8,1.3515070170335302,103.68569234331088,199,1.0
27211,Nanyang Dr,Lee Wee Nam Lib,1.3479314065069699,103.6805006649782,"179,179A",2.0
27219,Nanyang Dr,Blk 2,1.34793269501118,103.68025240016884,199,1.0
27221,Nanyang Dr,Sch Of CEE,1.3462315165392802,103.67851763727316,"179,179A",2.0
27231,Nanyang Dr,Sch Of Comm And Info,1.3420797236193702,103.67922271593844,"179,179A",2.0
27241,Nanyang Dr,Hall 7,1.33998726585628,103.68089382456999,"179,179A",2.0
27251,Nanyang Dr,Yunnan Gdn,1.34162269584125,103.68420609962317,"179,179A",2.0
27261,Nanyang Dr,Hall 4,1.3433201136672601,103.68632093846232,"179,179A",2.0
27271,Jurong West St 91,Blk 962,1.34199989028017,103.69132051378557,"241,5N,99,241A",4.0
27279,Jurong West St 91,Blk 953,1.34210239034142,103.69119289371211,"241,99,241A",3.0
27281,Lien Ying Chow Dr,Hall 1,1.34565500002282,103.68780555602468,"179,179A",2.0
27291,Lien Ying Chow Dr,Opp Hall 6,1.34772267411254,103.68649929145208,"179,179A",2.0
27301,Pioneer Rd Nth,Blk 978,1.3404528496936499,103.69439784182156,"502A,179,243W,185,241,502",6.0
27309,Pioneer Rd Nth,Blk 705,1.3410704693164,103.69426536144466,"179,243G,185,241,502,241A",6.0
27311,Lien Ying Chow Dr,Hall 2,1.3490221105148401,103.68539285058924,"179,179A",2.0
27321,Pioneer Rd Nth,Blk 949,1.3440394439965901,103.6917308330011,179,1.0
27329,Pioneer Rd Nth,Blk 840,1.34404250003243,103.69186499999779,179,1.0
27331,Jurong West St 72,West Grove Pr Sch,1.34537305600812,103.69941138898014,"99,5N,242",3.0
27341,Jurong West St 72,Blk 729,1.34663703411498,103.69778819793345,"99,5N,242",3.0
27349,Jurong West St 72,Blk 745,1.34680805601666,103.69781805598312,99,1.0
27351,Jurong West Ave 5,Blk 715,1.34423200986065,103.69613170622604,"242,185,502,5N,99",5.0
27359,Jurong West Ave 5,Blk 817,1.3444143498938101,103.69601368907118,"502,99,502A,185",4.0
27361,Jurong West Ave 5,Blk 710,1.34294490356227,103.69452238084341,"243G,185,502,5N,99",5.0
27369,Jurong West Ave 5,Blk 834,1.34285373346865,103.6941039562493,"502A,243W,185,502,99",5.0
27371,Jurong West St 75,Opp Blk 755,1.34751384306624,103.700994411555,"181,243G,502,258,181M",5.0
27379,Jurong West St 75,Blk 755,1.3480504214249298,103.70087385175056,"502A,181,243W,NR5,502,258,181M",7.0
27381,Jurong West St 75,Blk 749,1.348143,103.69820899999999,"181,243G,502,258,651,181M",6.0
27389,Jurong West St 75,Gek Poh Shop Ctr,1.3484518090320399,103.6981043781398,"502A,181,243W,NR5,502,258,651,181M",8.0
27391,Jurong West St 82,Blk 857,1.34842706557746,103.69631198990369,"258,243G,651",3.0
27399,Jurong West St 82,Bet Blks 859/860,1.34866469760279,103.69640367719292,"243W,258,NR5,651",4.0
27401,Jurong West St 81,Opp Blk 821,1.34736600563095,103.6941379590552,"243W,258,NR5,651",4.0
27409,Jurong West St 81,Blk 821,1.34719000000045,103.69416749997193,"258,243G,651",3.0
27411,Jurong West St 81,Blk 844A CP,1.3459083329722399,103.69273749998102,"243W,258,NR5,651",4.0
27419,Jurong West St 81,Blk 827,1.3457547219923502,103.6928200000021,"258,243G,651",3.0
27421,Jurong West St 71,Blk 701,1.3428341669778001,103.69536361096887,"258,NR5,651",3.0
27429,Jurong West St 71,Blk 711,1.3428650000429299,103.69555805555358,"258,242,651",3.0
27431,Jurong West Ave 5,Blk 762,1.3494652730086598,103.69734630614052,"181,185,181M",3.0
27439,Jurong West Ave 5,Blk 861,1.3494107784523501,103.69711713831909,"181,185,181M",3.0
27441,Jurong West Ave 5,Bet Blks 757/758,1.3503286876766598,103.70079327483805,"181,185,651,181M",4.0
27449,Jurong West Ave 5,Aft Westwood Ave,1.35053242519874,103.70107895859192,"181,185,651,181M",4.0
27451,Jurong West Ave 3,Bet Blks 272D/271A,1.3512861367703402,103.70415055691191,"181,185,651,181M",4.0
27459,Jurong West Ave 3,Blk 273B,1.35145070001383,103.70399035610369,"181,185,651,181M",4.0
27461,Jurong West Ave 3,Opp Blk 276B,1.35293305775698,103.70512862147235,"181,185,651",3.0
27469,Jurong West Ave 3,Blk 276B,1.35307192192765,103.70486709831036,"181,185,651,181M",4.0
27471,Jurong West St 23,Corporation Pr Sch,1.3521665580735702,103.70782478135614,185,1.0
27479,Jurong West St 23,Opp Corporation Pr Sch,1.3518923433776,103.70818261767401,"185,181M",2.0
27501,Jurong West St 93,NTUC HEALTH NURSING HME,1.3409711672196398,103.69167107077278,99,1.0
27509,Jurong West St 93,Bef Yunnan Cres,1.34043647212319,103.69135819975956,99,1.0
27511,Jurong West St 93,Blk 974,1.33925202251324,103.69310573763543,99,1.0
27519,Jurong West St 93,Opp Blk 974,1.34004285535929,103.69292404819558,99,1.0
27521,Jurong West St 93,Blk 986 CP,1.3368089664846001,103.6940617442156,99,1.0
27529,Jurong West St 93,Opp Blk 987A,1.33629804819426,103.69406295180332,99,1.0
27531,Jurong West St 91,Blk 918,1.34052795177305,103.68697304819688,"241,99,241A",3.0
27539,Jurong West St 91,BEF XINGNAN PR SCH,1.34071614464901,103.6868923374865,99,1.0
28009,Jurong Gateway Rd,Jurong East Int,1.33235,103.740664,"143M,51,335,183B,160,66,97,506,105B,41,197,51A,334,333,160A,105,49,143,52,183,160M,98M,97e,98",24.0
28011,C'wealth Ave West,BEF TOH TUCK AVE,1.3242580560159298,103.75914722199872,"105,52,NR8,106,188,183,963,99,173,NR5",10.0
28019,C'wealth Ave West,Aft Toh Tuck Ave,1.32492720506757,103.75894333173954,"105,52,106,188,183,963,105B,99,173,106A",10.0
28021,Boon Lay Way,OPP 8 @TRADEHUB 21,1.32615808379173,103.75545022241596,"105,52,188,99,NR5",5.0
28029,Boon Lay Way,8 @ TRADEHUB 21,1.3268899820081201,103.7543602766846,"105,52,188,105B,99",5.0
28031,Boon Lay Way,Bef The Synergy,1.32790100001681,103.75101499996687,"105,52,188,99,NR5",5.0
28039,Boon Lay Way,Aft Boon Lay Sub Stn,1.3280750000324,103.7514083329737,"105,52,188,105B,99",5.0
28041,Boon Lay Way,The Synergy,1.33008349967851,103.7482836633232,"105,52,188,502,99,NR5",6.0
28049,Boon Lay Way,Opp The Synergy,1.33069921313648,103.74810341243479,"105,52,188,502,105B,99",6.0
28051,Boon Lay Way,Opp Ng Teng Fong Gen Hosp,1.33228999677029,103.74574002371806,"333,990,99,49",4.0
28059,Boon Lay Way,Ng Teng Fong General Hosp,1.3326063890283402,103.74580722197157,"333,990,99,49",4.0
28061,Boon Lay Way,J Gateway,1.33596390763107,103.74254813709636,"49,99,98M,98,990",5.0
28069,Boon Lay Way,Blk 203,1.33644240098532,103.74255737341372,"99,49",2.0
28071,Boon Lay Way,Blk 105,1.3376503528866899,103.73904242961277,"334,506,160M,99,160A,160",6.0
28079,Boon Lay Way,Blk 210,1.33839906637569,103.7386009027093,"334,506,160M,99,160",5.0
28081,Boon Lay Way,Blk 112,1.33950830792818,103.73664764665054,"334,506,160M,99,160A,160",6.0
28089,Boon Lay Way,Bef Yuhua CC,1.34016358625469,103.73634638831608,"334,506,160M,99,160",5.0
28091,Boon Lay Way,Lakeside Stn,1.34425795644531,103.72012487725401,"154,49,180,246,98B,240M,98M,98A,187,240A,98,240,154A",13.0
28099,Boon Lay Way,Opp Lakeside Stn,1.344324,103.719266,"154,49,180,246,240M,154B,98M,187,98,240,180A",11.0
28101,Toh Tuck Ave,Opp SMRT Ulu Pandan Depot,1.3331243680308602,103.75905617435505,"41,NR8,963,106,173",5.0
28109,Toh Tuck Ave,SMRT Ulu Pandan Depot,1.33327344230787,103.75933179714079,"41,963,106,173,106A",5.0
28181,Toh Tuck Ave,Bef Toh Tuck Link,1.32996642498284,103.75819801692673,"NR8,963,106,183,173",5.0
28189,Toh Tuck Ave,Aft Toh Tuck Link,1.32992124735954,103.75850603827898,"106,963,183,173,183B,106A",6.0
28199,Jurong Gateway Rd,Opposite JEM,1.3326790000000002,103.74383900000001,333,1.0
28201,Jurong Gateway Rd,Opp The JTC Summit,1.3320570620893302,103.7418504873348,990,1.0
28211,Jurong Gateway Rd,Bef Jurong East Stn,1.33418677275445,103.74070680700304,"105,143M,41,143,52,334,78,98,183,51,98M,335,990",13.0
28221,Jurong Town Hall Rd,Opp Intl Business Pk,1.3276180500399999,103.74494173101616,"198,143M,197,97,143,178,78,176,51,79A,79",11.0
28229,Jurong Town Hall Rd,German Ctr,1.3253667524256498,103.74593185918442,"198,78A,868E,143M,197,97,143,51A,78,176,51,97e,79",13.0
28231,Jurong Town Hall Rd,Jurong Town Hall,1.3298620107141101,103.74248183726264,"198,143M,143,178,78,176,51",7.0
28239,Jurong Town Hall Rd,Opp Jurong Town Hall,1.3298044251856398,103.74307145172916,"198,78A,143M,197,97,143,178,51A,78,176,51,97e,79",13.0
28241,Jurong Town Hall Rd,Opp Jurong East Lib,1.33175858461326,103.73957485927777,"198,143M,143,178,78,176,51",7.0
28249,Jurong Town Hall Rd,Jurong East Lib,1.3326049999999998,103.73904499999999,"198,78A,143M,143,178,51A,78,176,51,79A,79",11.0
28251,Jurong Town Hall Rd,S'pore Science Ctr,1.33382805600325,103.7369883329766,"178,335,198,66",4.0
28259,Jurong Town Hall Rd,Opp S'pore Science Ctr,1.3341547219684198,103.73698833298555,"178,335,198,66",4.0
28261,Jurong Town Hall Rd,Aft S'pore Science Ctr,1.33614236992322,103.73489878344922,"178,335,198,66",4.0
28269,Jurong Town Hall Rd,Blk 118,1.33653242651923,103.73499280022457,"178,335,198,66",4.0
28271,Jurong Town Hall Rd,Opp Blk 114,1.33899259685337,103.7339057512108,"178,335,198,66",4.0
28279,Jurong Town Hall Rd,Blk 114,1.33948295480474,103.73423653369265,"178,335,198,66",4.0
28281,Jurong Town Hall Rd,Opp Blk 227,1.3420603281321002,103.73537548132208,"198,66,178,180,334,506,160M,99,160A,160,180A",11.0
28289,Jurong Town Hall Rd,Blk 228,1.3423897220232701,103.73598888901056,"198,66,178,180,334,506,160M,99,160",9.0
28291,Jurong Town Hall Rd,Blk 303,1.34446090409168,103.73638303040049,"66,157,178,180,506,185,160M,160A,160,180A",10.0
28299,Jurong Town Hall Rd,Blk 253,1.3443832306791699,103.73667027224192,"66,157,178,180,506,185,160M,160",8.0
28301,Jurong Gateway Rd,Blk 131,1.33473899929823,103.74030301599493,"78A,143M,66,143,51A,78,51,79A,335,79",10.0
28309,Jurong Town Hall Rd,Intl Business Pk,1.32628627629778,103.74578490414557,"178,49",2.0
28311,Jurong East Ctrl,Blk 209,1.3382527751189799,103.74108351905208,"105,41,52,176,183,105B,5N,98M,98,183B",10.0
28319,Jurong East Ctrl,Blk 207,1.33862623918679,103.74173313734524,"105,41,52,176,183,98M,98",7.0
28321,Jurong East Ave 1,Blk 239,1.34127166427214,103.74090313908256,"502,5N,333,98M,187,98,657,NR5",8.0
28329,Jurong East Ave 1,Blk 246,1.3414709231345,103.74043571670437,"502,333,98M,187,98,657",6.0
28331,Jurong East Ave 1,Blk 229,1.3420439286909198,103.73804926872124,"502,5N,333,98M,187,98,657,NR5",8.0
28339,Jurong East Ave 1,Blk 252,1.34270510558579,103.73737517747826,"502,333,98M,187,98,657",6.0
28341,Boon Lay Way,Chinese Gdn Stn,1.34247027799798,103.73271277802047,"180,335",2.0
28349,Boon Lay Way,Opp Chinese Gdn Stn,1.3425511374193302,103.73318514055592,"180,335,180A",3.0
28351,Boon Lay Way,Opp Blk 350,1.3436152780180002,103.73105583301478,"180,335",2.0
28359,Boon Lay Way,Blk 350,1.3438872219992701,103.73119944403173,"180,335,180A",3.0
28361,Boon Lay Way,Jurong Lake,1.34418881822068,103.72748780602457,"180,335",2.0
28369,Boon Lay Way,Opp Jurong Lake,1.3444972219714701,103.72747138899736,"180,335,180A",3.0
28371,Boon Lay Way,Bef Jurong West St 51,1.3448797219903401,103.72409194399874,"180,335",2.0
28379,Boon Lay Way,Aft Jurong West St 51,1.3451363988283798,103.72426131705272,"180,335,180A",3.0
28381,Jurong West St 51,Blk 515,1.34626967118054,103.72129604136144,"335,49,98M,187,98",5.0
28389,Jurong West St 51,Opp Blk 515,1.3464620998322099,103.72147231551901,"335,49,98B,98M,187,98",6.0
28391,Jurong West St 51,Blk 501,1.34978093237085,103.71937165971985,"187,98,98M,49",4.0
28399,Jurong West St 51,Blk 458,1.34974947213063,103.71964821094635,"187,98,98M,98B",4.0
28401,Jurong West Ave 1,Blk 502,1.3506545513673,103.71861401513462,"198,49,157,334,185,502,5N,99,657,NR5",10.0
28409,Jurong West Ave 1,Blk 454,1.3508114936154199,103.71793769087185,"198,198A,157,185,502,99,657,335",8.0
28411,Jurong West St 52,Blk 526,1.3480544439693098,103.7176175000189,335,1.0
28421,Jurong West St 52,Blk 517,1.34591586108958,103.71934571086805,335,1.0
28431,Jurong East Ctrl,Blk 134,1.33449626498358,103.73881557585636,"78A,143M,66,143,51A,78,176,51,79A,335,79",11.0
28439,Jurong East Ctrl,Blk 124,1.33451434015094,103.73857498167851,"143M,66,143,78,176,51,335",7.0
28441,Jurong East Ctrl,Seventh-Day Advent Ch,1.33576638902918,103.73884916698128,"105,41,49,52,334,506,176,160M,105B,183,160A,183B,160",13.0
28449,Jurong East Ctrl,Bef Seventh-Day Advent Ch,1.3361816670134798,103.73944500002972,"105,41,49,52,334,506,176,160M,183,98M,98,990,160",13.0
28451,Jurong East Ave 1,Parc Oasis,1.34394189080479,103.73465998158574,"198,157,334,185,502,5N,333,99,98M,187,98,657,NR5",13.0
28459,Jurong East Ave 1,Opp Parc Oasis,1.34440772894012,103.7343152870331,"198,198A,157,334,185,502,333,99,98M,187,98,657",12.0
28461,Jurong East Ave 1,Blk 347,1.345332402809,103.7320538365718,"198,157,334,185,502,5N,333,99,98M,187,98,657,NR5",13.0
28469,Jurong East Ave 1,Blk 316,1.34612717332075,103.7319331363775,"198,198A,157,334,185,502,99,98M,187,98,657",11.0
28471,Jurong East St 32,Opp Blk 311,1.34811145616559,103.73224640616968,333,1.0
28481,Jurong East St 32,Blk 306,1.34618139069958,103.73421591577221,333,1.0
28491,Jurong East Ave 1,Opp Jurong Polyclinic,1.34905596073619,103.73078633064159,"198,157,334,185,502,5N,99,98M,187,98,657,NR5",12.0
28499,Jurong East Ave 1,Jurong Polyclinic,1.34963044051902,103.730461997333,"198,198A,157,334,185,502,99,98M,187,98,657",11.0
28501,Jurong West Ave 1,Blk 490,1.34980328426271,103.72737769835274,"198,157,334,185,502,5N,98B,99,98M,187,98,657,NR5",13.0
28509,Jurong West Ave 1,Blk 422,1.3500347088756899,103.72654009750788,"198,198A,157,334,185,502,99,98M,187,98,657",11.0
