BusStopCode,RoadName,Description,Latitude,Longitude,svc,len
1012,Victoria St,Hotel Grand Pacific,1.29684825487647,103.85253591654006,"63,12e,80,2,51,61,7,32,175,2A,12,33",12.0
1013,Victoria St,St. Joseph's Ch,1.29770970610083,103.8532247463225,"197,130,851e,960,960e,133,851,145",8.0
1019,Victoria St,Bras Basah Cplx,1.2969895119133201,103.85302201172509,"130,12e,2,960,960e,133,12,33",8.0
1029,Nth Bridge Rd,Opp Natl Lib,1.2966729849642,103.8544142246427,"63,197,80,851e,51,61,7,32,7A,175,145,851,63A",13.0
1039,Nth Bridge Rd,Bugis Cube,1.29820784139683,103.85549139837408,"63,197,80,851e,51,61,7,32,7A,175,145,851,63A",13.0
1059,Victoria St,Bugis Stn Exit B,1.30075679526626,103.85611040457584,"130,2,960,960e,133,12,33",7.0
1109,Queen St,Queen St Ter,1.30358577565355,103.85650372998224,170A,1.0
1112,Victoria St,Opp Bugis Stn Exit C,1.30009212839081,103.85520027125814,"980,63,197,12e,80,851e,7,960,175,960e,851,12",12.0
1113,Victoria St,Bugis Stn Exit A,1.30117297541547,103.8561140106393,"130,2,2A,51,61,32,133,145,33",9.0
1119,Victoria St,Aft Bugis Stn Exit C,1.2996041093803998,103.85512934079573,"130,12e,2,960,960e,133,12,33",8.0
1121,Victoria St,Stamford Pr Sch,1.30393809691048,103.85867999243207,"63,197,130,80,2,2A,51,61,7,32,175,133,145,12,33",15.0
1129,Victoria St,Opp Stamford Pr Sch,1.30350269187301,103.85864530718493,"133,2,12,33",4.0
1139,Nth Bridge Rd,Parkview Sq,1.30033057855542,103.857160806659,"63,197,80,851e,51,61,7,32,7A,175,145,851,63A",13.0
1211,Victoria St,Opp Blk 461,1.30551803523268,103.8605449516032,"63,197,107,80,2,2A,51,61,7,32,175,133,107M,145,12,33",16.0
1219,Victoria St,Blk 461,1.30526598535719,103.86072019914616,"107,2,133,107M,12,33",6.0
1229,Nth Bridge Rd,Bef Sultan Mque,1.30337552638813,103.85963089198263,"63,197,80,51,61,7,32,7A,175,145,63A",11.0
1231,Jln Sultan,Opp Textile Ctr,1.3032499999752,103.8610830559663,"107,107M",2.0
1239,Jln Sultan,Sultan Plaza,1.30291236608351,103.86161817611134,"961M,980,107,961,107M",5.0
1311,Kallang Rd,Lavender Stn Exit B,1.3070916463394,103.86219695240972,"63,197,107,80,2,2A,51,61,7,32,175,133,107M,145,12,33",16.0
1319,Kallang Rd,Lavender Stn Exit A/ICA,1.30757426746418,103.86325596123476,"107,2,133,107M,12,33",6.0
1329,Nth Bridge Rd,Blk 8,1.30495670239172,103.86363028484124,"961M,980,63,197,80,51,61,7,32,7A,175,961,145,63A",14.0
1339,Crawford St,Bef Crawford Bridge,1.30774601733202,103.8642627465441,"961M,980,63,197,80,51,61,7,32,7A,175,961,145,100,63A",15.0
1341,Crawford St,Southbank,1.3064755560057801,103.86452527798744,"961,961M,980,100",4.0
1349,Crawford St,Opp Blk 4,1.30568635716829,103.86543994417885,100,1.0
1411,Beach Rd,Opp St. John HQ,1.30211332865049,103.86295598167332,"961,961M,980,100",4.0
1419,Beach Rd,St. John HQ,1.3020199999911002,103.86326333301204,100,1.0
1421,Beach Rd,Opp Golden Mile Cplx,1.30338444400173,103.8648388889864,"961,961M,980,100",4.0
1429,Beach Rd,Golden Mile Cplx,1.3032136089394,103.86501584807765,100,1.0
1511,Beach Rd,Opp The Gateway,1.2991982610380701,103.85864518302436,"961M,980,107,961,107M,100",6.0
1519,Beach Rd,The Gateway,1.29907492488417,103.8589102973441,"961M,980,107,57,961,107M,100",7.0
1521,Beach Rd,Opp Plaza Parkroyal,1.30088304437602,103.86066098182194,"961M,980,107,961,107M,100",6.0
1529,Beach Rd,Plaza Parkroyal,1.3004166767652598,103.86044115259938,"961M,980,107,961,107M,100",6.0
1541,Rochor Rd,Bugis Stn Exit D,1.2988646544225402,103.85734583628746,"12e,57,48",3.0
1549,Ophir Rd,Opp Duo Residences,1.30069868861162,103.85873120467069,"12e,4N,2N,48",4.0
1559,Ophir Rd,Landmark Village Hotel,1.3016873107056202,103.85752923961614,"12e,4N,48,2N,57",5.0
1611,Beach Rd,Aft Raffles Hotel,1.2952725917134198,103.85533686181174,"961M,107,57,961,56,100",6.0
1619,Beach Rd,Esplanade Stn Exit F,1.2942869417824598,103.8550380942423,"961M,107,57,961,56,107M,100",7.0
1621,Beach Rd,Opp Shaw Twrs,1.29695888888745,103.85655611109846,"961M,980,107,57,961,100",6.0
1629,Beach Rd,Shaw Twrs,1.2969597221995801,103.85686527780176,"961M,107,57,961,107M,100",6.0
1631,Middle Rd,Aft Beach Rd,1.29693614589482,103.85580555528077,"980,56",2.0
1639,Middle Rd,Bef Beach Rd,1.29738750001468,103.85557583297623,"980,56",2.0
2029,Esplanade Dr,Aft Esplanade Stn Exit D,1.290106,103.85464,"131,130,107,167,75,131A,100",7.0
2049,Bras Basah Rd,Raffles Hotel,1.29452091230981,103.85402155505173,"36,652,36B,14,502,14e,167,162,951E,133,131A,663,111,162M,656,857B,850E,518A,502A,77,131,130,518,106,16M,16,665,960,660,960e,857",31.0
2051,Raffles Ave,The Float @ Marina Bay,1.2895030556081999,103.85903388899315,"961M,NR6,4N,36,36B,56,3N,195,195A,97,6N,70M,5N,133,111,NR5,162M,NR2,NR1,36A,77,1N,NR8,106,2N,75,960,960e,97e,857",30.0
2061,Raffles Ave,The Esplanade,1.2899638888957,103.85640388886263,"961M,NR6,4N,36,36B,56,3N,195,195A,97,6N,70M,5N,133,111,NR5,162M,NR2,NR1,36A,77,1N,NR8,106,2N,75,960,960e,97e,857",30.0
2089,Raffles Blvd,Promenade Stn/Pan Pacific,1.2915269444497501,103.85920611105041,"961M,77,97,36,36B,97e,75,56,36A,960,107M,960e,195",13.0
2099,Raffles Blvd,Marina Ctr Ter,1.29147264805943,103.86148558380779,"1N,195A,77,97,NR2,4N,6N,97e,NR5,NR8,2N,5N,75,56,960,960e,3N,195",18.0
2101,Raffles Ave,AFT S'PORE FLYER,1.28938483786533,103.86183148116275,"961M,4N,56,3N,195,195A,97,6N,5N,NR5,NR2,77,1N,NR8,2N,75,960,960e,97e",19.0
2111,Esplanade Dr,Esplanade Bridge,1.2909559234838899,103.85453419435228,"10,652,868E,167,162,951E,663,656,57,196,70,850E,131,130,107,665,75,660,100",19.0
2119,Nicoll Highway,Opp War Memorial Pk,1.29184407356581,103.85534334305085,"196e,10,70,656,652,196A,57,162,665,196,660,10e,951E,663,850E",15.0
2141,Temasek Blvd,Suntec Twr Two,1.2957657160303702,103.85933814632858,107M,1.0
2149,Temasek Blvd,Suntec Twr Three,1.29560459817725,103.85955533029184,"36,36B,36A",3.0
2151,Temasek Blvd,Suntec Convention Ctr,1.2931777632081398,103.85784623004032,"162M,502A,868E,97,518,36,36B,70M,106,97e,502,70A,857B,133,111,857,518A",17.0
2159,Temasek Blvd,Opp Suntec Convention Ctr,1.29360811227161,103.85840672828637,"97,36,36B,36A,97e",5.0
2161,Temasek Ave,Promenade Stn,1.29268553508737,103.86093156188177,"162M,502A,868E,97,518,36,36B,70M,106,97e,502,70A,857B,133,111,857,518A",17.0
2169,Temasek Ave,Promenade Stn Exit B,1.2933383678058898,103.86070849052751,"97e,107M,97",3.0
2171,Temasek Ave,Opp The Ritz-Carlton,1.2907000000389799,103.86092194446033,"162M,502A,97,518,36,36B,70M,106,97e,502,70A,36A,133,111,857,518A",16.0
2181,Parliament Pl,Supreme Ct,1.28947444402148,103.85098166700016,"961M,961,195",3.0
3011,Fullerton Rd,Fullerton Sq,1.28561840945474,103.85342223246427,"10,652,10e,868E,196e,167,162,951E,663,656,57,196,70,850E,130,131,107,665,75,660,100",21.0
3019,Collyer Quay,OUE Bayfront,1.2842450000130001,103.853108055996,"10,652,10e,196e,167,196A,162,951E,131A,663,656,57,196,70,850E,130,131,107,665,75,660,100",22.0
3021,Cecil St,Prudential Twr,1.28255524603003,103.84998903789257,"57,131,167",3.0
3031,Robinson Rd,Raffles Pl Stn Exit F,1.28207492207952,103.85086074925066,"868E,196e,130,10,107,656,652,70,162,665,196,660,10e,75,663,951E,100,850E",18.0
3041,Cross St,Telok Ayer Stn Exit A,1.2817950939470701,103.84893207391676,"186,970",2.0
3059,Raffles Quay,One Raffles Quay,1.281111,103.851461,"186,10,652,10e,196e,167,196A,162,951E,131A,663,970,656,57,196,70,850E,130,131,107,665,75,660,100",24.0
3071,Robinson Rd,OPP SO SOFITEL S'PORE,1.2799060962676398,103.84940030424481,"10,513,652,667,10e,654,868E,196e,666,97,951E,133,657,663,661,656,668,655,982E,196,651,850E,670,671,106,672,665,660,97e,653",30.0
3111,Robinson Rd,Aft Capital Twr,1.2778259536078997,103.8481011719729,"10,513,652,667,10e,654,868E,196e,666,97,162,951E,133,657,663,661,656,668,655,982E,196,651,70,850E,670,130,107,671,106,672,665,75,660,97e,653,100",36.0
3129,Shenton Way,UIC Bldg,1.27807003532092,103.84956718123823,"186,10,513,652,502,667,10e,654,196e,666,167,97,196A,162,951E,131A,133,657,663,970,661,656,668,655,57,982E,196,651,70,850E,670,130,131,107,671,106,672,653,665,75,660,97e,400,100",44.0
3151,Cecil St,Opp GB Bldg,1.27892124625262,103.84776234627122,"186,131,167,57,400,970",6.0
3217,Shenton Way,Opp AXA Twr,1.2755221889764499,103.84794436749159,"131A,131,10,97,97e,502,57,982E,10e,100",10.0
3218,Shenton Way,Opp MAS Bldg,1.2740788888386998,103.84687388890413,"186,513,652,667,654,196e,666,167,196A,162,951E,133,657,663,400,970,661,656,668,655,196,651,70,850E,670,130,107,671,106,672,665,75,660,653",34.0
3222,Anson Rd,Hub Synergy Pt,1.27397836925637,103.84489562922415,"10,513,10e,868E,196e,97,162,951E,133,982E,196,70,850E,130,107,106,75,97e,100",19.0
3223,Anson Rd,Tanjong Pagar Stn Exit C,1.2757033952327,103.84632468221952,"186,131,167,57,400,970",6.0
3239,Shenton Way,Shenton Way Ter,1.27464226961973,103.84756721372408,"186,130,70,107,106,162,133,400,970",9.0
3241,Anson Rd,Mapletree Anson,1.2745600000000001,103.84536999999999,"670,666,661,656,652,671,668,655,663,672,665,667,660,651,657,654,653",17.0
3331,Marina Blvd,Bef Marina Gdns Dr,1.27663307202767,103.86076808024792,400,1.0
3339,Central Blvd,Aft Marina Gdns Dr,1.27498516412784,103.85950016250489,400,1.0
3341,Marina Gdns Dr,Bef Gdns by the Bay,1.27959780011944,103.86433768440821,400,1.0
3349,Marina Gdns Dr,Aft Gdns by the Bay,1.2796560060992301,103.86477807955521,400,1.0
3361,Marina Gdns Dr,Opp Marina Barrage,1.279917,103.868895,400,1.0
3369,Marina Gdns Dr,Marina Barrage,1.2796077206195902,103.8698744774074,400,1.0
3371,Marina Gdns Dr,Gdns by the Bay,1.2806647930346102,103.86626955523418,400,1.0
3381,Marina Blvd,The Sail,1.28162601329006,103.85306513725685,"513,667,654,666,97,133,657,400,661,668,655,982E,651,670,671,106,672,97e,653",19.0
3391,Marina Blvd,Marina Bay Financial Ctr,1.28037660340352,103.85498006767988,"513,667,654,666,97,133,657,400,661,668,655,982E,651,670,671,106,672,97e,653",19.0
3411,Marina Coastal Dr,Opp Marina Sth Pier Stn,1.27159299884076,103.86300900488227,400,1.0
3419,Marina Coastal Dr,Marina Sth Pier Stn,1.27127698470973,103.86297693157816,400,1.0
3421,Marina Coastal Dr,Marina Bay Cruise Ctr,1.2669409029471201,103.85964778134668,400,1.0
3501,Bayfront Ave,Marina Bay Sands Theatre,1.2850046767136698,103.86061105386429,"NR6,97,NR1,97e,106,133",6.0
3509,Bayfront Ave,Bayfront Stn Exit B/MBS,1.28314999997332,103.86004388891769,"502A,97,518,97e,106,502,133,518A",8.0
3511,Bayfront Ave,Aft Bayfront Stn Exit E,1.2819477947057099,103.8589706487248,"NR6,97,NR1,97e,106,133",6.0
3519,Bayfront Ave,Bayfront Stn Exit A,1.28124500000125,103.85884799997385,"502A,97,518,97e,106,502,133,518A",8.0
3529,Central Blvd,Downtown Stn,1.2793995741906299,103.85278769921705,"513,502,667,654,666,97,133,657,400,661,668,655,982E,651,502A,670,671,106,672,97e,653",21.0
3539,Central Blvd,Marina Bay Stn,1.2775330547661001,103.85561610012866,"513,502,667,654,666,97,133,657,400,661,668,655,982E,651,502A,670,671,106,672,97e,653",21.0
4019,Bencoolen St,OPP BENCOOLEN STN EXIT B,1.29807216909408,103.84975607305785,"131,147A,147,857B,131A,166,857",7.0
4029,Bencoolen St,BEF BENCOOLEN STN EXIT A,1.2994816669682099,103.8509266670124,"139,65,64",3.0
4111,Stamford Rd,Capitol Bldg,1.29395444170081,103.85139096636621,"14A,36,652,36B,14,7,14e,167,7A,162,951E,175,663,111,162M,656,36A,850E,77,131,106,16M,16,665,660,857",26.0
4121,Stamford Rd,SMU,1.29618544092334,103.84958029974614,"14A,36,652,36B,14,7,14e,167,174e,7A,162,951E,175,166,111,663,162M,656,190,36A,850E,77,131,147,106,16M,174,16,665,660,124,857",32.0
4142,Hill St,Armenian Ch,1.2930982644668,103.84965994500729,"63,197,12e,80,2,51,61,32,2A,12,33",11.0
4143,Hill St,Stamford Ct,1.29411640848293,103.85020606905505,"147,174e,174,190,124,166",6.0
4149,Hill St,Grand Pk City Hall,1.2927613239995301,103.84983741344307,"12e,147A,147,2,190,12,33",7.0
4151,Victoria St,Cath Of The Good Shepherd,1.29533777799211,103.8511397219812,"197,130,851e,960,960e,133,851,145",8.0
4159,Victoria St,Aft Chijmes,1.2948948495494499,103.85108138663935,"12e,147A,147,2,190,12,33",7.0
4167,Nth Bridge Rd,City Hall Stn Exit B,1.29250006522444,103.85145315468637,"1N,NR6,197,NR2,4N,NR1,6N,174e,174,NR8,2N,5N,61,145,124,166,3N,NR5",18.0
4168,Nth Bridge Rd,Aft City Hall Stn Exit B,1.29208221483052,103.85125994680256,"195A,961M,63,80,851e,51,32,961,851,63A,195",11.0
4179,Bras Basah Rd,AFT BRAS BASAH STN EXIT A,1.2964791630674097,103.85147164487202,"36,652,36B,14,502,7,14e,167,162,951E,175,131A,663,111,162M,656,857B,850E,518A,502A,77,131,518,106,16M,16,665,660,857",29.0
4211,River Valley Rd,Clarke Quay,1.29043611099357,103.84712444398056,"1N,195A,NR6,NR2,4N,NR1,6N,NR5,NR8,2N,54,5N,32,NR3,3N,195",16.0
4219,River Valley Rd,Opp Clarke Quay,1.29096802754795,103.84686777836988,"54,32,195",3.0
4222,Eu Tong Sen St,Clarke Quay Stn Exit E,1.28898962180798,103.84708976365569,"961M,NR6,12e,4N,51,54,851,3N,6N,174e,5N,61,166,NR3,33,NR5,197,NR2,80,NR1,2,851e,961,190,2A,145,1N,63,147,NR8,174,2N,124,12",34.0
4223,Hill St,Old Hill St Police Stn,1.2908447613749499,103.84857901022669,"851,147,851e,174e,174,190,145,124,166",9.0
4229,Hill St,High St Ctr,1.29044830830726,103.84875123545264,"12e,147A,147,2,190,12,33",7.0
4239,New Bridge Rd,Opp Clarke Quay Stn,1.28882717929599,103.8474938118651,"12e,147A,147,2,54,190,12,33",8.0
4249,Nth Bridge Rd,Opp The Treasury,1.29043039362749,103.850262165082,"961M,NR6,4N,51,851,3N,63A,6N,174e,5N,61,166,NR5,197,NR2,80,NR1,851e,961,145,1N,63,NR8,174,2N,124",26.0
4251,Nth Boat Quay,Opp High St Ctr,1.2897383329756298,103.84888472198023,"195A,32,195",3.0
4311,Clemenceau Ave,Aft River Valley Rd,1.2946457533735098,103.84392142293119,"123,139,143,64",4.0
4321,Clemenceau Ave,UE Sq,1.2921400077773,103.84303646191059,"123,143,64",3.0
4329,Clemenceau Ave,Opp UE Sq,1.29197057108024,103.84328384973516,"123,143,64",3.0
4331,River Valley Rd,BEF FORT CANNING STN,1.29183939431601,103.84504089382703,"1N,195A,NR6,NR2,4N,NR1,6N,NR5,NR8,2N,54,5N,32,NR3,3N,195",16.0
4339,River Valley Rd,FORT CANNING STN EXIT B,1.29221099996741,103.8450050000296,"54,32,195",3.0
5009,Nth Canal Rd,Opp OCBC Ctr,1.2859255408248897,103.8492364296527,"NR1,NR3",2.0
5012,Eu Tong Sen St,Bef Pearl'S Hill Terr,1.28154583300728,103.84087722199499,"143,851,CT8,147,851e,CT18,54,190,124,166,970",11.0
5013,Eu Tong Sen St,Chinatown Stn Exit C,1.2840697994593602,103.84299874303984,"961M,63,197,12e,143,80,2,970,CT8,CT18,61,961,2A,12,33",15.0
5019,New Bridge Rd,Aft Duxton Plain Pk,1.2811838888548401,103.84105000000471,"961M,12e,147A,CT18,54,851,63A,970,33,2,851e,961,190,63,143,CT8,147,124,12",19.0
5022,Eu Tong Sen St,Aft Chinatown Stn Exit D,1.28571089865595,103.84437203405348,"851,147,851e,54,190,145,124,166",8.0
5023,Eu Tong Sen St,Opp Hong Lim Pk,1.2869292835749802,103.84540375642477,"961M,63,197,12e,80,2,174e,174,51,61,961,2A,12,33",14.0
5029,Sth Bridge Rd,Boat Quay,1.28712283362119,103.84819780822524,"961M,NR6,4N,51,851,3N,63A,6N,174e,5N,61,166,NR3,NR5,197,NR2,80,NR1,851e,961,145,1N,63,NR8,174,2N,124",27.0
5039,New Bridge Rd,New Bridge Ctr,1.2829381912983402,103.84254276754574,"961M,12e,147A,CT18,54,851,63A,970,33,2,851e,961,190,63,143,CT8,147,124,12",19.0
5049,New Bridge Rd,Chinatown Stn Exit E,1.28531114761754,103.84455070696785,"12e,143,147A,147,2,CT8,CT18,54,190,12,33",11.0
5059,New Bridge Rd,Hong Lim Pk,1.2867642011849099,103.84575036447063,"12e,147A,147,2,54,190,12,33",8.0
5069,New Bridge Rd,Outram Pk Stn Exit H,1.2802762995963202,103.84029791443085,"961M,143,147,961,124",5.0
5129,Upp Pickering St,Opp One Upp Pickering,1.2860116669956898,103.84634666701143,"186,970",2.0
5131,Upp Cross St,Opp Hong Lim Cplx,1.284073056,103.84533809999999,"961M,186,63,851e,174e,174,51,961,124,851,970,63A",12.0
5189,Sth Bridge Rd,Opp Sri Mariamman Tp,1.2820913960391,103.84528061446952,"166,61,197",3.0
5199,Sth Bridge Rd,Opp Hong Lim Cplx,1.2845145584609199,103.84666049314173,"197,80,61,145,166",5.0
5239,Neil Rd,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,"166,61,197",3.0
5241,Kreta Ayer Rd,Opp Blk 333,1.28071988238536,103.8422748865487,"145,80",2.0
5259,Neil Rd,Aft Kreta Ayer Rd,1.2797944783703201,103.84262707605177,"166,61,197",3.0
5269,Sth Bridge Rd,Maxwell Rd FC,1.28097747304602,103.84460051710636,"145,80",2.0
5271,Tg Pagar Rd,Opp Fairfield Meth Ch,1.27975329525167,103.84382212419122,"145,80",2.0
5319,Church St,OCBC Ctr,1.284437,103.849114,"186,970",2.0
5411,Tg Pagar Rd,Tg Pagar Plaza,1.27519165673078,103.84309190393884,"145,80",2.0
5419,Tg Pagar Rd,The Amara,1.27470669455555,103.84318683838889,"145,80",2.0
5421,Tg Pagar Rd,Aft Craig Rd,1.2777747056852902,103.84346347289251,"145,80",2.0
5429,Tg Pagar Rd,Bef Craig Rd,1.2776941305007499,103.84370654372525,"145,80",2.0
5431,Hoe Chiang Rd,TOWER 15,1.2740799999999999,103.84204609999999,"145,80",2.0
5519,Cantonment Rd,Opp Maritime Hse,1.27553472200739,103.84112694400494,"75,196,167",3.0
5521,Cantonment Rd,Maritime Hse,1.2767686109831597,103.84059222200348,"75,196,167",3.0
5629,Cantonment Rd,Opp Southpoint,1.273211389,103.84187,"80,75,196,167",4.0
5631,Cantonment Link,Blk 16,1.27346055934188,103.84034718190607,"80,75,196,167",4.0
5641,Keppel Rd,Bef Cantonment Rd,1.27272393115133,103.84140618785227,"131,10,97,97e,30,57,145,100",8.0
5649,Keppel Rd,Opp Customs Port Br HQ,1.2723842122117,103.84093912218094,"131,10,80,97,97e,30,57,145,100",9.0
5651,Tg Pagar Rd,Opp Fuji Xerox Twrs,1.273218611,103.8430731,"145,80",2.0
6011,Outram Rd,Opp Outram Pk Stn,1.2816599999696698,103.83801388886192,"63,121,174e,174,63A,122,75,851,970,33",10.0
6029,Outram Rd,Outram Pk Stn,1.28177041153491,103.83838284882928,"63,121,174e,174,122,75,851,970,33",9.0
6031,Chin Swee Rd,Opp Blk 13,1.2860705555216498,103.83879166662209,"174e,174",2.0
6039,Chin Swee Rd,Blk 8,1.2870599788311898,103.83962555611693,"174e,174",2.0
6049,Outram Rd,BEF OUTRAM FLYOVER,1.2847485688025901,103.83517705055232,"63,121,75,122,851,970,33",7.0
6051,Tiong Bahru Rd,Blk 55,1.28475980959972,103.83405671725487,"195A,63,5,121,NR5,16M,123,63A,16,122,175,75,851,970,33,195",16.0
6069,Outram Rd,Aft Furama RiverFront,1.28623157720487,103.83496162445664,"195A,5,121,NR5,16M,123,16,75,175,970,195",11.0
6071,Zion Rd,Blk 2B,1.2868585948128899,103.83360028266563,"5,121,16M,123,16,75,175,970,195",9.0
6081,Zion Rd,Blk 94,1.28837086415387,103.83349881780524,"5,121,16M,123,16,75,175,970,195",9.0
6129,Kim Seng Rd,Grand Copthorne Hotel,1.2907816205235199,103.83440916705555,"195A,5,NR5,16M,16,75,175,970,195",9.0
6131,Zion Rd,The Boys' Brigade HQ,1.2915247220083301,103.8322275000151,"1N,5,4N,6N,16M,2N,5N,16,75,175,3N,970,195",13.0
6141,Havelock Rd,Holiday Inn Atrium,1.28963300933974,103.83381241921823,"1N,186,64,4N,6N,2N,51,5N,3N",9.0
6149,Havelock Rd,Opp Holiday Inn Atrium,1.28984045728104,103.83411526676927,"123,186,51,64",4.0
6151,Havelock Rd,Hotel Miramar,1.2887097684146103,103.83737276969174,"1N,186,64,4N,6N,123,2N,51,5N,3N",10.0
6159,Havelock Rd,Opp Hotel Miramar,1.2890938542118797,103.8368794036018,"123,186,51,64",4.0
6161,Havelock Rd,Blk 2,1.2890170567841899,103.83994286096713,"123,186,51,64",4.0
6169,Havelock Rd,River Pl Condo,1.28937078931125,103.83998944937588,"123,186,51,64",4.0
6171,Upp Cross St,Opp State Ct,1.286101944,103.84253559999999,"186,143,174e,174,51",5.0
6189,Havelock Rd,Ctrl Sq,1.2877913647786798,103.84329428089559,"186,143,174e,174,51",5.0
7011,Selegie Rd,Peace Ctr,1.3009969905852201,103.84981018743049,"1N,NR6,131,64,4N,147,6N,2N,139,5N,166,3N,857,65",14.0
7021,Selegie Rd,Selegie Ctr,1.30324521574524,103.84995776766847,"1N,NR6,131,64,4N,147,6N,2N,139,5N,56,166,3N,857,65",15.0
7031,S'goon Rd,Tekka Ctr,1.3057208329841201,103.85120583303193,"NR6,131,64,23,67,147,139,857,65",9.0
7111,S'goon Rd,Broadway Hotel,1.3087936646591898,103.85317519940679,"NR6,131,64,23,67,147,139,857,65",9.0
7211,S'goon Rd,Aft Farrer Pk Stn Exit G,1.31313747728456,103.85635614397141,"NR6,130,64,141,23,147,21,67,125,139,857,65",12.0
7221,S'goon Rd,Sri Vadapathira K Tp,1.314966,103.85781899999999,"NR6,130,64,23,147,21,125,139,857,65",10.0
7231,Kitchener Rd,Bef Tai Hoe Hotel,1.309658889,103.8573711,"130,21A,141,21,125",5.0
7241,Lavender St,Bef S'Goon Rd,1.31557142083242,103.85900616698895,145,1.0
7249,Lavender St,Aft Kempas Rd,1.3153680559999998,103.85946690000002,"145,141,67",3.0
7319,Jln Besar,Aft Allenby Rd,1.3103883329980301,103.85870666696985,"130,64,23,147A,147,67,139,857B,857,65",10.0
7329,Jln Besar,Hoa Nam Bldg,1.3128447258343798,103.85989088288473,"130,21A,64,141,147A,147,21,23,67,125,139,857B,857,65",14.0
7331,Kitchener Rd,Aft King George's Ave,1.30824994545395,103.85890960719179,130,1.0
7351,Lavender St,ARC 380,1.31351833300073,103.86054527803076,"13,141,67,133,145",5.0
7359,Lavender St,OPP ARC 380,1.3136825306597901,103.86071451807119,"13,141,67,133,145",5.0
7361,Lavender St,Bef Kallang Bahru,1.3116763606831299,103.86189483728585,"13,141,67,133,145",5.0
7369,Lavender St,Aft Kallang Bahru,1.31140805601851,103.86237888899063,"961M,13,107,141,67,61,961,175,133,107M,145",11.0
7371,Lavender St,Aft Kallang Rd,1.30950750000455,103.86350138902452,"961M,13,107,141,67,61,961,175,133,107M,145",11.0
7379,Lavender St,Aperia/Bef Kallang Rd,1.31017336740849,103.86338225534828,"961M,13,107,141,67,61,961,175,133,107M,145",11.0
7419,Jln Besar,Opp Veerasamy Rd,1.30653024120879,103.85616302493109,"130,64,23,147A,147,67,139,857B,857,65",10.0
7517,Bencoolen St,IBIS S'PORE ON BENCOOLEN,1.30145216158073,103.85247781934108,"139,65,64",3.0
7518,Bencoolen St,OPP NAFA CAMPUS 3,1.30095828368506,103.85211175034802,"980,131,147A,147,857B,56,131A,166,857",9.0
7529,Jln Besar,JLN BESAR STN EXIT A,1.30431906266143,103.85501564257022,"130,64,23,147A,147,67,139,857B,857,65",10.0
7531,Rochor Canal Rd,Rochor Stn,1.30365644370093,103.8525732326128,"980,23,67,851e,48,170A,57,960,960e,851",10.0
7539,Sungei Rd,Opp Rochor Stn,1.30461300741211,103.85200097209508,"980,131,4N,851e,48,170A,2N,57,960,56,960e,131A,851,166",14.0
7551,Rochor Rd,Fu Lu Shou Cplx,1.30171975809706,103.8546132267025,"980,851e,48,170A,57,960,960e,851",8.0
7561,Middle Rd,Bef Waterloo St,1.2994544647193602,103.85267983857253,56,1.0
7569,Middle Rd,Aft Waterloo St,1.29949531348401,103.85301395376233,"980,56",2.0
7571,Middle Rd,SUNSHINE PLAZA,1.3006344463228798,103.851140093146,56,1.0
7589,Ophir Rd,Ch of Our Lady of Lourdes,1.30320609782822,103.85549999983387,"130,4N,851e,48,2N,57,960,960e,851",9.0
8011,Clemenceau Ave,Opp Haw Par Glass Twr,1.2970698501736202,103.84361028672501,"123,139,143,64",4.0
8019,Clemenceau Ave,Aft Haw Par Glass Twr,1.29624633745957,103.84407009228418,"123,139,143,64",4.0
8031,Penang Rd,Dhoby Ghaut Stn Exit B,1.2983115378359198,103.8452569595532,"972M,14A,36,652,36B,14,7,14e,65,167,174e,7A,162,951E,175,663,111,972,162M,656,190,36A,850E,77,106,16M,174,16,665,660,124",31.0
8041,Orchard Rd,YMCA,1.2981101424386698,103.84780636909544,"972M,14A,36,652,36B,14,7,14e,65,167,174e,7A,162,951E,175,663,111,972,162M,64,656,139,190,36A,850E,77,106,16M,174,16,665,660,124",33.0
8057,Orchard Rd,Dhoby Ghaut Stn,1.29930997279734,103.84529021429744,"972M,NR6,190A,4N,36,652,36B,14,502,7,14e,3N,167,7B,6N,174e,5N,162,951E,175,663,111,972,162M,972A,656,190,850E,518A,1N,502A,77,518,106,16M,174,2N,16,665,660,124",41.0
8058,Orchard Rd,Aft Dhoby Ghaut Stn,1.2989583431631,103.84654115271174,"NR6,139,65,64",4.0
8069,Bras Basah Rd,BENCOOLEN STN EXIT B,1.29821382250893,103.84936128375955,"36,652,36B,14,502,7,14e,167,174e,162,951E,175,663,111,162M,656,190,850E,518A,502A,77,518,106,16M,174,16,665,660,124",29.0
8079,Prinsep St,Sch of the Arts,1.2992144444558602,103.84910329217985,"1N,NR6,131,64,4N,147,6N,2N,139,5N,166,3N,857,65",14.0
8111,Penang Rd,Winsland Hse,1.2998692871583402,103.84093746088922,"972M,14A,36,36B,14,123,7,14e,65,167,174e,7A,162,175,111,972,162M,190,36A,77,143,106,16M,174,16,124",26.0
8121,Somerset Rd,Somerset Stn,1.3002756932658601,103.83877618459664,"972M,14A,36,36B,14,123,7,14e,65,167,174e,7A,162,175,NR3,111,972,162M,NR5,NR2,NR1,190,36A,77,143,NR8,106,16M,174,16,124",31.0
8137,Orchard Rd,Orchard Plaza,1.30073968408393,103.84100500816842,"123,NR6,143",3.0
