,Unnamed: 0,station_code,code,code2,code3,interchange,NS,SW,CC,EW,NE,BP,CE,DT,PW,TE,PE,CG,SE,name,totalTapIn,totalTapOut,Cluster,postal,x,y,lat,long,subzone,area,region,status,bus_interchange,mrt_interchange,svc,bus count,pop,hub,min_dist,nearest_hub,bus_rank,pop_rank,dist_rank,pop-bus_rank,code1,geometry,groceryCount,mallCount
123,5633,TE5,TE5,,,False,,,,,,,,,,5.0,,,,Lentor,23002.0,25352.0,0.0,737668,22699.99124,47770.39457,1.448292453,103.7856927,Greenwood Park,Woodlands,North,operational,False,False,856,1,40.0,False,1.383172735,Woodlands,0.016260163,0.10975609800000001,0.138211382,0.093495935,,POINT (1.448292453 103.7856927),18.0,8.0
124,5913,TE6,TE6,,,False,,,,,,,,,,6.0,,,,Mayflower,72446.08333,69023.66667,0.0,737668,22699.99124,47770.39457,1.448292453,103.7856927,Greenwood Park,Woodlands,North,operational,False,False,856,1,40.0,False,1.383172735,Woodlands,0.016260163,0.10975609800000001,0.138211382,0.093495935,,POINT (1.448292453 103.7856927),18.0,8.0
125,6193,TE7,TE7,,,False,,,,,,,,,,7.0,,,,Bright Hill,45470.0,45446.0,2.0,737668,22699.99124,47770.39457,1.448292453,103.7856927,Greenwood Park,Woodlands,North,operational,False,False,856,1,40.0,False,1.383172735,Woodlands,0.016260163,0.10975609800000001,0.138211382,0.093495935,,POINT (1.448292453 103.7856927),18.0,8.0
126,6466,TE8,TE8,,,False,,,,,,,,,,8.0,,,,Upper Thomson,61482.25,57785.25,2.0,737668,22699.99124,47770.39457,1.448292453,103.7856927,Greenwood Park,Woodlands,North,operational,False,False,856,1,40.0,False,1.383172735,Woodlands,0.016260163,0.10975609800000001,0.138211382,0.093495935,,POINT (1.448292453 103.7856927),18.0,8.0
127,4,,CC18,,,,,,18.0,,,,,,,,,,,Bukit Brown,,,,299176,27707.416569999998,35102.48027,1.333728883,103.8306895,Mount Pleasant,Novena,Central,future,False,False,,0,690.0,,,,,,,,CC18,POINT (1.333728883 103.8306895),21.0,6.0
128,16,,CC30,,,,,,30.0,,,,,,,,,,,Keppel,,,,99423,27634.168739999997,28030.479919999998,1.2697722009999999,103.83003149999999,City Terminals,Bukit Merah,Central,future,False,False,"NR6,145,30,57,97,NR1,100,80,10,131",10,20.0,,,,,,,,CC30,POINT (1.2697722009999999 103.83003149999999),26.0,10.0
129,17,,CC31,,,,,,31.0,,,,,,,,,,,Cantonment,,,,89395,28416.648460000004,28373.25579,1.2728721459999999,103.8370623,Everton Park,Bukit Merah,Central,future,False,False,"145,30,57,97,100,80,10,131,97e",9,7810.0,,,,,,,,CC31,POINT (1.2728721459999999 103.8370623),32.0,13.0
130,18,,CC32,,,,,,32.0,,,,,,,,,,,Prince Edward Road,,,,79122,29533.44444,28404.75026,1.273156936,103.84709709999998,Central Subzone,Downtown Core,Central,future,False,False,"130,186,672,670,653,850E,651,671,70,666,196A,513,133,196,656,970,655,665,162,660,167,652,75,661,654,951E,196e,667,107,668,657,106,400,663",34,880.0,,,,,,,,CC32,POINT (1.273156936 103.84709709999998),25.0,18.0
131,47,,DT36,,,,,,,,,,,36.0,,,,,,Xilin,,,,486800,42643.962380000004,34569.6853,1.328906949,103.9649026,Xilin,Tampines,East,future,False,False,"35M,35",2,1760.0,,,,,,,,DT36,POINT (1.328906949 103.9649026),9.0,2.0
132,73,,NE18,,,,,,,,18.0,,,,,,,,,Punggol Coast,,,,828604,36552.07067,44081.133460000005,1.4149273340000001,103.91016640000001,Northshore,Punggol,North-East,future,False,False,,0,460.0,,,,,,,,NE18,POINT (1.4149273340000001 103.91016640000001),15.0,5.0
133,94,,TE10,,,,,,,,,,,,,10.0,,,,Mount Pleasant,,,,299781,28208.112189999996,34531.43523,1.328564555,103.8351886,Mount Pleasant,Novena,Central,future,False,False,,0,690.0,,,,,,,,TE10,POINT (1.328564555 103.8351886),28.0,9.0
134,95,,TE12,,,,,,,,,,,,,12.0,,,,Napier,,,,258511,26402.80266,32122.95592,1.306783078,103.818967,Nassim,Tanglin,Central,future,False,False,"7,123,105,174,106,NR8,75,7B,77,174e",10,9520.0,,,,,,,,TE12,POINT (1.306783078 103.818967),38.0,23.0
135,96,,TE13,,,,,,,,,,,,,13.0,,,,Orchard Boulevard,,,,248654,26948.29454,31640.75525,1.302422248,103.8238685,One Tree Hill,River Valley,Central,future,False,False,"111,7,105,174,123,106,NR8,75,77,132,174e",11,2070.0,,,,,,,,TE13,POINT (1.302422248 103.8238685),42.0,24.0
136,98,,TE15,,,,,,,,,,,,,15.0,,,,Great World,,,,238384,28044.76787,30703.73245,1.293948162,103.8337208,Institution Hill,River Valley,Central,future,False,False,"5,195,75,175,970,195A,NR5,16,16M",9,3150.0,,,,,,,,TE15,POINT (1.293948162 103.8337208),48.0,40.0
137,99,,TE16,,,,,,,,,,,,,16.0,,,,Havelock,,,,168604,28029.743660000004,30101.88222,1.28850524,103.8335858,Bukit Ho Swee,Bukit Merah,Central,future,False,False,"5,186,123,6N,195,5N,51,75,64,121,175,970,3N,16,4N,2N,16M,1N",18,14390.0,,,,,,,,TE16,POINT (1.28850524 103.8335858),46.0,36.0
138,100,,TE18,,,,,,,,,,,,,18.0,,,,Maxwell,,,,58841,29175.808839999998,29220.38855,1.280533298,103.8438837,Chinatown,Outram,Central,future,False,False,"145,197,80,166,61",5,10490.0,,,,,,,,TE18,POINT (1.280533298 103.8438837),37.0,35.0
139,101,,TE19,,,,,,,,,,,,,19.0,,,,Shenton Way,,,,18928,29897.41915,28908.96172,1.277716828,103.8503676,Central Subzone,Downtown Core,Central,future,False,False,"130,186,672,97,670,653,850E,651,671,70,502,131,97e,982E,666,196A,513,133,196,656,970,655,665,162,660,167,652,75,100,661,10e,10,654,951E,667,196e,131A,107,57,668,657,106,400,663",44,880.0,,,,,,,,TE19,POINT (1.277716828 103.8503676),28.0,24.0
140,102,,TE21,,,,,,,,,,,,,21.0,,,,Marina South,,,,19397,31367.226260000003,28559.32995,1.2745547590000001,103.8635743,Straits View,Straits View,Central,future,False,False,,0,,,,,,,,,TE21,POINT (1.2745547590000001 103.8635743),17.0,18.0
141,103,,TE22,,,,,,,,,,,,,22.0,,,,Gardens By The Bay,,,,19396,31799.072180000003,28994.17088,1.278487259,103.8674547,Marina South,Marina South,Central,future,False,False,400,1,,,,,,,,,TE22,POINT (1.278487259 103.8674547),13.0,16.0
142,104,,TE23,,,,,,,,,,,,,23.0,,,,Tanjong Rhu,,,,436488,32466.634530000003,31070.53549,1.297265079,103.8734533,Tanjong Rhu,Kallang,Central,future,False,False,"11,158,158A",3,11110.0,,,,,,,,TE23,POINT (1.297265079 103.8734533),36.0,20.0
143,105,,TE24,,,,,,,,,,,,,24.0,,,,Katong Park,,,,437870,33882.89095,31133.190939999997,1.297831478,103.8861789,Mountbatten,Marine Parade,Central,future,False,False,"30,158,158A,401,30e",5,9980.0,,,,,,,,TE24,POINT (1.297831478 103.8861789),35.0,9.0
144,106,,TE25,,,,,,,,,,,,,25.0,,,,Tanjong Katong,,,,439846,35128.211989999996,31297.730819999997,1.299319257,103.8973687,Mountbatten,Marine Parade,Central,future,False,False,"48,36A,36B,36",4,9980.0,,,,,,,,TE25,POINT (1.299319257 103.8973687),32.0,8.0
145,107,,TE26,,,,,,,,,,,,,26.0,,,,Marine Parade,,,,449971,35975.61075,31661.807989999998,1.302611635,103.9049831,Marine Parade,Marine Parade,Central,future,False,False,"135,196A,401,196,43,15,966A,134,31,48,853M,36,47,43e,196e,36B,36A,197,966",19,26880.0,,,,,,,,TE26,POINT (1.302611635 103.9049831),29.0,7.0
146,108,,TE27,,,,,,,,,,,,,27.0,,,,Marine Terrace,,,,449970,37102.263439999995,32110.05443,1.306665103,103.91510670000001,Marine Parade,Marine Parade,Central,future,False,False,"150,196A,196,43,16,134,31,48,853M,36,16M,47,13,196e,4N,55,36B,36A,197",19,26880.0,,,,,,,,TE27,POINT (1.306665103 103.91510670000001),29.0,7.0
147,109,,TE28,,,,,,,,,,,,,28.0,,,,Siglap,,,,449969,38762.61178,32479.8152,1.310008551,103.9300258,Frankel,Bedok,East,future,False,False,"196,155,43,197,47,36,36B,196A,31,196e,48,853M,36A,4N,55,401",16,34490.0,,,,,,,,TE28,POINT (1.310008551 103.9300258),25.0,3.0
148,110,,TE29,,,,,,,,,,,,,29.0,,,,Bayshore,,,,469958,40129.48783,32824.19446,1.313122483,103.942308,Bayshore,Bedok,East,future,False,False,,0,7450.0,,,,,,,,TE29,POINT (1.313122483 103.942308),20.0,3.0
149,112,,TE30,,,,,,,,,,,,,30.0,,,,Bedok South,,,,468324,40908.86292,33218.0453,1.316684007,103.94931120000001,Bayshore,Bedok,East,future,False,False,"43,229,25,46,13,10e,14A,10,137,853M,55,14",12,7450.0,,,,,,,,TE30,POINT (1.316684007 103.94931120000001),16.0,4.0
150,113,,TE31 / DT37,DT37,,,,,,,,,,37.0,,31.0,,,,Sungei Bedok,,,,469731,41784.9899,33629.14833,1.320401487,103.9571838,Bayshore,Bedok,East,future,False,True,"10e,14A,10,45,14",5,7450.0,,,,,,,,TE31,POINT (1.320401487 103.9571838),12.0,2.0
